original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,district,housenumber,street,suburb,name,county_code,postcode,city,county,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
2721,Tuscany,Italy,43.4586541,11.1389204,"Tuscany, Italy",,,,,,,,,,Tuscany,,Italy,it,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2722,Sion,Switzerland,46.2311749,7.3588795,"1950 Sion, Switzerland",,,,,,,1950,Sion,Sion,Wallis,,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2723,San Lorenzo,Italy,38.010967,15.834398,"89069 San Lorenzo, Italy",,,,,,RC,89069,San Lorenzo,Reggio Calabria,Calabria,CAL,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2724,Kuressaare,Estonia,58.2527693,22.4849207,"Kuressaare, Estonia",,,,,,,,Kuressaare,Saare maakond,,,Estonia,ee,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2725,Kafr El-Zayat,Egypt,30.820652,30.814029,"Kafr Al Zayat, Kafr Matlia Road, Egypt",,,"Kafr Al Zayat, Kafr Matlia Road",,,,,,Kafr El-Zayyat,Gharbia,,Egypt,eg,0.75,0.75,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2726,Polla,Italy,40.517112,15.497962,"84035 Polla, Italy",,,,,,SA,84035,Polla,Salerno,Campania,CAM,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2727,Sondrio,Italy,46.1713553,9.8734274,"23100 Sondrio, Italy",,,,,,SO,23100,Sondrio,Sondrio,Lombardy,,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2728,Lehi,United States,40.3881114,-111.8486019,"Lehi, UT 84043, United States of America",,,,,,,84043,Lehi,Utah County,Utah,UT,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2729,Stamford,United States,41.0534302,-73.5387341,"Stamford, CT, United States of America",,,,,,,,Stamford,Western Connecticut Planning Region,Connecticut,CT,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2730,Prato,Italy,43.880598,11.0969262,"59100 Prato, Italy",,,,,,PO,59100,Prato,Prato,Tuscany,,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2731,Massa,Italy,44.0359323,10.1395519,"Massa, Tuscany, Italy",,,,,,MS,,Massa,Massa-Carrara,Tuscany,,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2732,Treviso,Italy,45.6658505,12.2455414,"31100 Treviso, Italy",,,,,,TV,31100,Treviso,Treviso,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2733,Belluno,Italy,46.1375185,12.2181711,"32100 Belluno, Italy",,,,,,BL,32100,Belluno,Belluno,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2734,Lucca,Italy,43.8428381,10.502876,"Lucca, Tuscany, Italy",,,,,,LU,,Lucca,Lucca,Tuscany,,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2735,Libechov,Czech Republic,50.4078364,14.4467459,"Liběchov, Central Bohemia, Czechia",,,,,,,,Liběchov,,Central Bohemia,,Czechia,cz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2736,"Thataguni, Bangalore",India,,,,,,,,,,,,,,,,,,,,,
2737,Zibo,China,36.819626,117.980675,"Zibo, Shandong, China",,,,,,,,Zibo,,Shandong,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2738,Troy,United States,42.6055893,-83.1499304,"Troy, MI, United States of America",,,,,,,,Troy,Oakland County,Michigan,MI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2739,Rio Cuarto,Argentina,-33.1237585,-64.3489782,"X5800 Río Cuarto, Argentina",,,,,,,X5800,Río Cuarto,Pedanía Río Cuarto,Córdoba,X,Argentina,ar,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2740,Thu Dau Mot,Viet Nam,10.9808435,106.6537483,"Thu Dau Mot City, Bình Dương Province, Vietnam",,,,,,,,Thu Dau Mot City,,Bình Dương Province,,Vietnam,vn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2741,Heist-op-den-Berg,Belgium,51.0759905,4.7286753,"Heist-op-den-Berg, Antwerp, Belgium",,,,,,,,Heist-op-den-Berg,Mechelen,Antwerp,,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2742,Epsom,United Kingdom,51.3326098,-0.2678212,"Epsom (Epsom and Ewell), KT19 8DX, United Kingdom",,,,,Epsom,SRY,KT19 8DX,Epsom and Ewell,Surrey,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2743,Jerez de la Frontera,Spain,36.6816936,-6.1377402,"Jerez, Andalusia, Spain",,,,,,CA,,Jerez,Campiña de Jerez,Andalusia,,Spain,es,0.25,0.25,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2744,Balikpapan,Indonesia,-1.2398711,116.8593379,"Balikpapan, East Kalimantan, Indonesia",,,,,,,,Balikpapan,,East Kalimantan,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2745,Cavite,Philippines,14.4833969,120.9088359,"Cavite City, Cavite, Philippines",,,,,,,,Cavite City,,Cavite,,Philippines,ph,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2746,Poole,United Kingdom,50.7179472,-1.981521,"Poole, BH15 1SU, United Kingdom",,,,,Poole,,BH15 1SU,Poole,"Bournemouth, Christchurch and Poole",England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2747,Pembury,United Kingdom,51.1415015,0.323818,"Pembury (Tunbridge Wells), ENG, United Kingdom",,,,,,KEN,,Tunbridge Wells,Kent,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2748,Grimsby,United Kingdom,53.5671407,-0.0788045,"Grimsby, DN31 1NR, United Kingdom",,,,,Grimsby,NEL,DN31 1NR,Grimsby,North East Lincolnshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2749,Barrow-in-Furness,United Kingdom,54.1113351,-3.2289494,"Barrow-in-Furness, LA14 2LG, United Kingdom",,,,,Barrow-in-Furness,,LA14 2LG,Barrow-in-Furness,Westmorland and Furness,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2750,Chesterfield,United Kingdom,53.2352134,-1.4264097,"yes, Chesterfield, ENG, United Kingdom",yes,,,,,DBY,,Chesterfield,Derbyshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2751,Southend-on-Sea,United Kingdom,51.54063195,0.7161146725194144,"yes, Southend-on-Sea, ENG, United Kingdom",yes,,,,,,,Southend-on-Sea,,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2752,Peterborough,United Kingdom,52.5725769,-0.2427336,"Peterborough, PE1 1YD, United Kingdom",,,,,Peterborough,,PE1 1YD,Peterborough,City of Peterborough,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2753,Southport,United Kingdom,53.6475988,-3.0041751,"Sefton (Southport), PR8 1AH, United Kingdom",,,,,Southport,,PR8 1AH,Southport,Liverpool City Region,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2754,Warrington,United Kingdom,53.3899497,-2.5943178,"Warrington, WA1 1TS, United Kingdom",,,,,Warrington,WRT,WA1 1TS,Warrington,Warrington,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2755,Larbert,United Kingdom,56.021417,-3.8306342,"Larbert, FK5 4AL, United Kingdom",,,,,Larbert,FAL,FK5 4AL,Larbert,Falkirk,Scotland,SCT,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2756,Tyne and Wear,United Kingdom,54.916667,-1.566667,"Tyne and Wear, NE9 7YE, United Kingdom",,,,,Tyne and Wear,,NE9 7YE,,Tyne and Wear,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2757,Clydebank,United Kingdom,55.902607,-4.4039569,"Clydebank, G81 1EA, United Kingdom",,,,,Clydebank,WDU,G81 1EA,Clydebank,West Dunbartonshire,Scotland,SCT,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2758,Burton upon Trent,United Kingdom,52.802742,-1.629917,"Burton-on-Trent (East Staffordshire), DE14 1JN, United Kingdom",,,,,Burton-on-Trent,STS,DE14 1JN,East Staffordshire,Staffordshire,England,ENG,United Kingdom,gb,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2759,Wishaw,United Kingdom,55.7743458,-3.9184134,"Wishaw, ML2 7BL, United Kingdom",,,,,Wishaw,NLK,ML2 7BL,Wishaw,North Lanarkshire,Scotland,SCT,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2760,King's Lynn,United Kingdom,52.7538673,0.3954774,"King's Lynn (King's Lynn and West Norfolk), PE30 1BJ, United Kingdom",,,,,King's Lynn,NFK,PE30 1BJ,King's Lynn and West Norfolk,Norfolk,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2761,Gillingham,United Kingdom,51.3871701,0.5461611,"Gillingham, ENG, United Kingdom",,,,,Gillingham,MDW,,Gillingham,Medway,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2762,Watford,United Kingdom,51.6553875,-0.3957425,"yes, Watford, ENG, United Kingdom",yes,,,,,HRT,,Watford,Hertfordshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2763,Halifax,United Kingdom,53.7229229,-1.8604874,"Halifax (Calderdale), HX1 1TH, United Kingdom",,,,,Halifax,,HX1 1TH,Calderdale,West Yorkshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2764,Wigan,United Kingdom,53.5457188,-2.6264624,"Wigan, ENG, United Kingdom",,,,,,,,Wigan,Greater Manchester,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2765,Oldham,United Kingdom,53.5415797,-2.1147831,"Oldham, ENG, United Kingdom",,,,,,,,Oldham,Greater Manchester,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2766,Chichester,United Kingdom,50.8364862,-0.7791721,"Chichester, ENG, United Kingdom",,,,,,WSX,,Chichester,West Sussex,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2767,Crosshouse,United Kingdom,55.612199,-4.5527199,"Crosshouse (Crosshouse), KA2 0HD, United Kingdom",,,,,Crosshouse,EAY,KA2 0HD,Crosshouse,East Ayrshire,Scotland,SCT,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2768,Bedford,United Kingdom,52.1363806,-0.4675041,"Bedford, MK40 1SU, United Kingdom",,,,,Bedford,CBF,MK40 1SU,Bedford,Central Bedfordshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2769,Huntingdon,United Kingdom,52.3305093,-0.1843514,"Huntingdon (Huntingdonshire), ENG, United Kingdom",,,,,,CAM,,Huntingdonshire,Cambridgeshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2770,Ipswich,United Kingdom,52.0579324,1.1528095,"yes, Ipswich, ENG, United Kingdom",yes,,,,,SFK,,Ipswich,Suffolk,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2771,Saint Leonards,United Kingdom,55.942607,-3.178491,"St. Leonard's, Edinburgh, SCT, United Kingdom",,,,St. Leonard's,St. Leonard's,,,Edinburgh,Edinburgh,Scotland,SCT,United Kingdom,gb,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2772,Whitehaven,United Kingdom,54.5474199,-3.5885335,"Whitehaven, ENG, United Kingdom",,,,,,,,Whitehaven,Cumberland,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2773,Truro,United Kingdom,50.2633173,-5.0518107,"Truro, ENG, United Kingdom",,,,,,CON,,Truro,Cornwall,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2774,Dumfries,United Kingdom,55.069836,-3.6092292,"Dumfries, DG1 1HS, United Kingdom",,,,,Dumfries,DGY,DG1 1HS,Dumfries,Dumfries and Galloway,Scotland,SCT,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2775,Southall,United Kingdom,51.5111461,-0.3755169,"Southall, UB1 1PS, United Kingdom",,,,,Southall,,UB1 1PS,Southall,Greater London,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2776,Airdrie,United Kingdom,55.8657845,-3.9795866,"Airdrie, ML6 6BU, United Kingdom",,,,,Airdrie,NLK,ML6 6BU,Airdrie,North Lanarkshire,Scotland,SCT,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2777,Dudley,United Kingdom,52.5110832,-2.0816813,"Dudley, ENG, United Kingdom",,,,,,,,Dudley,West Midlands Combined Authority,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2778,Dartford,United Kingdom,51.4443059,0.21807,"Dartford, ENG, United Kingdom",,,,,,KEN,,Dartford,Kent,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2779,Bolton,United Kingdom,53.5782863,-2.4300367,"Bolton, ENG, United Kingdom",,,,,,,,Bolton,Greater Manchester,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2780,Isleworth,United Kingdom,51.4683558,-0.3263111,"Isleworth, London, ENG, United Kingdom",,,,Isleworth,Isleworth,,TW7 7EL,London,Greater London,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2781,West Bromwich,United Kingdom,52.5186579,-1.9923114,"West Bromwich (Sandwell), B70 7NG, United Kingdom",,,,,West Bromwich,,B70 7NG,Sandwell,West Midlands Combined Authority,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2782,Harefield,United Kingdom,51.6041828,-0.4825622,"Harefield (Harefield), UB9 6BD, United Kingdom",,,,,Harefield,,UB9 6BD,Harefield,Greater London,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2783,Scarborough,United Kingdom,54.2820009,-0.4011868,"Scarborough, YO11 1LP, United Kingdom",,,,,Scarborough,NYK,YO11 1LP,Scarborough,North Yorkshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2784,Portadown,United Kingdom,54.4242284,-6.4412133,"Portadown, BT62 1JD, United Kingdom",,,,,Portadown,ABC,BT62 1JD,Portadown,County Armagh,Northern Ireland,NIR,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2785,Sutton in Ashfield,United Kingdom,53.1252091,-1.2608279,"Sutton-in-Ashfield (Ashfield), NG17 1BA, United Kingdom",,,,,Sutton-in-Ashfield,NTT,NG17 1BA,Ashfield,Nottinghamshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2786,Keighley,United Kingdom,53.8684021,-1.9020456,"Keighley (Bradford), ENG, United Kingdom",,,,,,,,Bradford,West Yorkshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2787,Stockport,United Kingdom,53.407901,-2.160243,"Stockport, ENG, United Kingdom",,,,,,,,Stockport,Greater Manchester,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2788,Bury,United Kingdom,53.5927543,-2.2972827,"Bury, ENG, United Kingdom",,,,,,,,Bury,Greater Manchester,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2789,Aylesbury,United Kingdom,51.8161412,-0.8130383,"Aylesbury, ENG, United Kingdom",,,,,,BKM,,Aylesbury,Buckinghamshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2790,Livingston,United Kingdom,55.8831932,-3.5149461,"Livingston, EH54 6HS, United Kingdom",,,,,Livingston,WLN,EH54 6HS,Livingston,West Lothian,Scotland,SCT,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2791,Blackpool,United Kingdom,53.8179442,-3.0509812,"Blackpool, FY1 1DL, United Kingdom",,,,,Blackpool,,FY1 1DL,Blackpool,Borough of Blackpool,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2792,Gloucester,United Kingdom,51.8653705,-2.2458192,"Gloucester, ENG, United Kingdom",,,,,,GLS,,Gloucester,Gloucestershire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2793,Haverfordwest,United Kingdom,51.8021275,-4.9684249,"Haverfordwest, WLS, United Kingdom",,,,,,PEM,,Haverfordwest,Pembrokeshire,Wales,WLS,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2794,Barnet,United Kingdom,51.65309,-0.2002261,"Chipping Barnet, EN5 5SB, United Kingdom",,,,,Chipping Barnet,,EN5 5SB,Chipping Barnet,Greater London,England,ENG,United Kingdom,gb,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2795,Scunthorpe,United Kingdom,53.5922488,-0.6450841,"Scunthorpe, DN15 6SD, United Kingdom",,,,,Scunthorpe,NLN,DN15 6SD,Scunthorpe,North Lincolnshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2796,Nuneaton,United Kingdom,52.5246182,-1.4684488,"Nuneaton (Nuneaton and Bedworth), CV11 5AB, United Kingdom",,,,,Nuneaton,WAR,CV11 5AB,Nuneaton and Bedworth,Warwickshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2797,Winchester,United Kingdom,51.0612766,-1.3131692,"yes, Winchester, ENG, United Kingdom",yes,,,,,HAM,,Winchester,Hampshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2798,Croydon,United Kingdom,51.3713049,-0.101957,"Croydon, CR0 1SZ, United Kingdom",,,,,Croydon,,CR0 1SZ,Croydon,Greater London,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2799,Darlington,United Kingdom,54.5242081,-1.5555812,"Darlington, DL1 5PW, United Kingdom",,,,,Darlington,,DL1 5PW,Darlington,County Durham,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2800,Barnsley,United Kingdom,53.5527719,-1.4827755,"Barnsley, ENG, United Kingdom",,,,,,,,Barnsley,South Yorkshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2801,Haywards Heath,United Kingdom,50.9999616,-0.1049747,"Haywards Heath (Mid Sussex), ENG, United Kingdom",,,,,,WSX,,Mid Sussex,West Sussex,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2802,Wakefield,United Kingdom,53.6829541,-1.4967286,"Wakefield, ENG, United Kingdom",,,,,,,,Wakefield,West Yorkshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2803,Rotherham,United Kingdom,53.4310417,-1.355187,"Rotherham, ENG, United Kingdom",,,,,,,,Rotherham,South Yorkshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2804,Bury St Edmunds,United Kingdom,52.2460367,0.7125173,"Bury St Edmunds (West Suffolk), ENG, United Kingdom",,,,,,SFK,,West Suffolk,Suffolk,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2805,Wrexham,United Kingdom,53.0465084,-2.9937869,"Wrexham, LL11 1AP, United Kingdom",,,,,Wrexham,WRX,LL11 1AP,Wrexham,Wrexham,Wales,WLS,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2806,Dorchester,United Kingdom,50.7132064,-2.4371229,"Dorchester, ENG, United Kingdom",,,,,,DOR,,Dorchester,Dorset,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2807,Eastbourne,United Kingdom,50.7664372,0.2781546,"Eastbourne, ENG, United Kingdom",,,,,,ESX,,Eastbourne,East Sussex,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2808,Ashton-under-Lyne,United Kingdom,53.4865407,-2.098691,"Ashton-under-Lyne (Tameside), OL6 7SJ, United Kingdom",,,,,Ashton-under-Lyne,,OL6 7SJ,Tameside,Greater Manchester,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2809,Chertsey,United Kingdom,51.392296,-0.5038294,"Chertsey, Runnymede, ENG, United Kingdom",,,,,Chertsey,SRY,,Borough of Runnymede,Surrey,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2810,Preston,United Kingdom,53.7593363,-2.6992717,"Preston, ENG, United Kingdom",,,,,,LAN,,Preston,Lancashire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2811,Worcester,United Kingdom,52.1911849,-2.2206585,"Worcester, ENG, United Kingdom",,,,,,WOR,,Worcester,Worcestershire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2812,Walsall,United Kingdom,52.5847949,-1.9822687,"Walsall, ENG, United Kingdom",,,,,,,,Walsall,West Midlands Combined Authority,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2813,Torquay,United Kingdom,50.4652392,-3.5211361,"Torquay, TQ1 1TR, United Kingdom",,,,,Torquay,TOB,TQ1 1TR,Torquay,Torbay,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2814,Rhyl,United Kingdom,53.3207425,-3.4907258,"Rhyl, LL18 1RG, United Kingdom",,,,,Rhyl,DEN,LL18 1RG,Rhyl,Denbighshire,Wales,WLS,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2815,Boston,United Kingdom,52.9776561,-0.0237985,"yes, Boston, ENG, United Kingdom",yes,,,,,LIN,,Boston,Lincolnshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2816,Hereford,United Kingdom,52.0553813,-2.7151735,"Hereford, ENG, United Kingdom",,,,,,HEF,,Hereford,Herefordshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2817,Merthyr Tydfil,United Kingdom,51.7455659,-3.3786082,"Merthyr Tydfil, CF47 8BS, United Kingdom",,,,,Merthyr Tydfil,,CF47 8BS,Merthyr Tydfil,Merthyr Tydfil County Borough,Wales,WLS,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2818,Romford,United Kingdom,51.5760462,0.1822646,"Romford, RM1 1RX, United Kingdom",,,,,Romford,,RM1 1RX,Romford,Greater London,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2819,Ashford,United Kingdom,51.148555,0.8722566,"Ashford, ENG, United Kingdom",,,,,,KEN,,Ashford,Kent,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2820,Redhill,United Kingdom,51.3659202,-2.723531,"Redhill (Redhill), BS40 5SQ, United Kingdom",,,,,Redhill,NSM,BS40 5SQ,Redhill,North Somerset,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2821,Taunton,United Kingdom,51.0147895,-3.1029086,"Taunton, TA1 1JD, United Kingdom",,,,,Taunton,SOM,TA1 1JD,Taunton,Somerset,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2822,Harlow,United Kingdom,51.7676194,0.0974893,"Harlow, ENG, United Kingdom",,,,,,,,Harlow,,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2823,Carlisle,United Kingdom,54.8948478,-2.9362311,"Carlisle, ENG, United Kingdom",,,,,Carlisle,,,Carlisle,Cumberland,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2824,Barnstaple,United Kingdom,51.0804057,-4.0600467,"Barnstaple (North Devon), ENG, United Kingdom",,,,,,DEV,,North Devon,Devon,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2825,Warwick,United Kingdom,52.2814519,-1.5815742,"Warwick, ENG, United Kingdom",,,,,,WAR,,Warwick,Warwickshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
