,original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,district,housenumber,name,street,county_code,postcode,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
173,1673,Dar Es Salaam,Tanzania,-6.8160837,39.2803583,"Dar es-Salaam, Coastal Zone, Tanzania",,,,,,,,Dar es-Salaam,,Coastal Zone,,Tanzania,tz,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
174,1674,Ifakara,Tanzania,-8.1321004,36.6848455,"Ifakara Town, Morogoro Region, Tanzania",,,,,,,,Ifakara Town,,Morogoro Region,,Tanzania,tz,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
175,1675,Danville,United States,40.125222,-87.6304614,"Danville, IL, United States of America",,,,,,,,Danville,Vermilion County,Illinois,IL,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
176,1676,Fukuyama,Japan,34.4857039,133.3623097,"Fukuyama, Japan",,,,,,,,Fukuyama,Hiroshima Prefecture,,,Japan,jp,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
177,1677,Chevy Chase,United States,38.9942121,-77.0771572,"Chevy Chase, MD 20815, United States of America",,,Chevy Chase,,,20815,,Chevy Chase,Montgomery County,Maryland,MD,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
178,1678,Komotini,Greece,41.1182,25.4035708,"691 32 Komotini, Greece",,,Komotini,,,691 32,,Komotini,Rodopi Regional Unit,Macedonia and Thrace,,Greece,gr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
179,1679,Paisley,United Kingdom,55.8455828,-4.4239646,"Paisley, PA1 1DG, United Kingdom",,,Paisley,,RFW,PA1 1DG,,Paisley,Renfrewshire,Scotland,SCT,United Kingdom,gb,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
180,1680,Jongno-gu,South Korea,37.5806949,126.9827989,"Jongno-gu, Seoul, South Korea",Jongno-gu,,,,,,,Seoul,,,,South Korea,kr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
181,1681,Arau,Malaysia,6.4307281,100.2718795,"Arau, Perlis, Malaysia",,,Arau,,,,,Arau,,Perlis,,Malaysia,my,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
182,1682,Kamloops,Canada,50.6758269,-120.339415,"Kamloops, BC, Canada",,,,,,,,Kamloops,Thompson-Nicola Regional District,British Columbia,BC,Canada,ca,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
183,1683,Cergy-Pontoise,France,49.037189,2.076189,"Cergy-Pontoise, Cergy, IDF, France",,,Cergy-Pontoise,,,,Cergy-Pontoise,Cergy,Val-d'Oise,Ile-of-France,IDF,France,fr,1.0,1.0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
184,1684,Golden,China,41.6822837,124.275775,"Golden Buddha, 抚金线, Fushun, 113100 Liaoning, China",Fushun County,,Golden Buddha,抚金线,,113100,,佟庄子村,Fushun,Liaoning,,China,cn,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
185,1685,Sivakasi,India,9.45083,77.7976686,"Sivakasi - 626123, TN, India",,,Sivakasi,,,626123,,Sivakasi,Sivakasi,Tamil Nadu,TN,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
186,1686,Quchan,Iran,37.105993,58.5108056,"بخش مرکزی شهرستان قوچان, Ghoochan City, Razavi Khorasan, Iran",بخش مرکزی شهرستان قوچان,,,,,,,Ghoochan City,Quchan County,Razavi Khorasan,,Iran,ir,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
187,1687,Concepcion,Chile,-36.8270795,-73.0502399,"Concepcion, Biobío Region, Chile",,,,,,,,Concepcion,Provincia de Concepción,Biobío Region,,Chile,cl,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
188,1688,Yangzhou,China,29.161218,115.3824278,"Yangzhou, Jiangxi, China",,,,,,,,Yangzhou,Wuning County,Jiangxi,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
189,1689,Trang,Thailand,7.5557778,99.6076502,"Trang, Trang Province 92000, Thailand",,,Trang,,,92000,,Trang,,Trang Province,,Thailand,th,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
190,1690,Richmond,Australia,-20.7287264,143.1414029,"Richmond QLD 4822, Australia",,,,,,4822,,Richmond,,Queensland,QLD,Australia,au,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
191,1691,Laguna,Philippines,9.3165722,123.3058774,"Laguna, Dumaguete, 6200 Negros Oriental, Philippines",Laguna,,Laguna,,,6200,Looc,Dumaguete,,Negros Oriental,,Philippines,ph,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
192,1692,Nan-Tou,Taiwan,23.034976,120.502872,"Nantou, Nanhua Village, Tainan, Taiwan",,,Nantou,,,716,Nanhua Village,Tainan,,,,Taiwan,tw,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
193,1693,Pakkret,Thailand,13.91533,100.4946496,"Pakkret, Rama IV Bridge, Pak Kret Subdistrict, Nonthaburi Province 11120, Thailand",,,Pakkret,Rama IV Bridge,,11120,Pak Kret Subdistrict,Pak Kret City Municipality,,Nonthaburi Province,,Thailand,th,0.3888888888888889,0.3888888888888889,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
194,1694,Zigong City,China,29.3419256,104.7761224,"Ziliujin District, Zigong, Sichuan, China",Ziliujin District,,Zigong,,,643000,,Zigong,,Sichuan,,China,cn,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
195,1695,Fukushima,Japan,41.4839424,140.2508772,"Fukushima, Oshima Subprefecture, Japan",,,,,,,,Fukushima,Matsumae County,Oshima Subprefecture,,Japan,jp,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
196,1696,Akron,United States,41.083064,-81.518485,"Akron, OH, United States of America",,,,,,,,Akron,Summit County,Ohio,OH,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
197,1697,La Serena,Chile,-29.902631,-71.2520253,"La Serena, Coquimbo Region, Chile",,,,,,,,La Serena,Provincia de Elqui,Coquimbo Region,,Chile,cl,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
198,1698,Antofagasta,Chile,-23.6463741,-70.3980033,"Antofagasta, Antofagasta Region, Chile",,,,,,,,Antofagasta,Provincia de Antofagasta,Antofagasta Region,,Chile,cl,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
199,1699,Toyoshina,Japan,36.300236,137.900805,"Toyoshina-Daitenjodake Line, Azumino, 399-8281, Japan",,,Toyoshina,Toyoshina-Daitenjodake Line,,399-8281,,Azumino,Nagano Prefecture,,,Japan,jp,0.0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
200,1700,Richmond,Canada,49.163168,-123.137414,"Richmond, BC, Canada",,,,,,,,Richmond,Metro Vancouver Regional District,British Columbia,BC,Canada,ca,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
201,1701,Barretos,Brazil,-20.5531437,-48.5697509,"Barretos, SP, Brazil",,,,,,,,Barretos,Região Geográfica Intermediária de Ribeirão Preto,São Paulo,SP,Brazil,br,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
202,1702,Ramadi,Iraq,33.4259859,43.2999218,"Al-Ramadi District, Ramadi, Al-Anbar Governorate, Iraq",Al-Ramadi District,,Ramadi,,,,,Ramadi,,Al-Anbar Governorate,,Iraq,iq,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
203,1703,Freiberg,Germany,50.9169415,13.3428889,"09599 Freiberg, Germany",,,,,,09599,,Freiberg,Mittelsachsen,Saxony,,Germany,de,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
204,1704,Yangsan,South Korea,35.3349979,129.0370582,"Yangsan-si, South Korea",,,,,,,,Yangsan-si,South Gyeongsang,,,South Korea,kr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
205,1705,Peradeniya,Sri Lanka,7.2642107,80.5930652,"Peradeniya, Eriyagama, Central Province, Sri Lanka",,,Peradeniya,,,20400,Peradeniya,Eriyagama,Kandy District,Central Province,,Sri Lanka,lk,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
206,1706,Sarajevo,Bosnia and Herzegovina,43.8519774,18.3866868,"Željeznička, Sarajevo, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina",Novo Sarajevo Municipality,,,,,,Željeznička,Sarajevo,Sarajevo Canton,Federation of Bosnia and Herzegovina,,Bosnia and Herzegovina,ba,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
207,1707,Bellville,South Africa,-33.8837334,18.636870177662715,"Bellville, WC, South Africa",,,Bellville,,,,,Bellville,City of Cape Town,Western Cape,WC,South Africa,za,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
208,1708,Babol,Iran,36.5452581,52.6846571,"بخش مرکزی, Babol, Mazandaran Province, Iran",بخش مرکزی,,,,,,,Babol,Babol County,Mazandaran Province,,Iran,ir,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
209,1709,Guntur,India,16.2915189,80.4541588,"Guntur - 522001, AP, India",,,Guntur,,,522001,,Guntur,Guntur,Andhra Pradesh,AP,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
210,1710,Gyeongju,South Korea,35.8556705,129.2248811,"Gyeongju-si, South Korea",,,,,,,,Gyeongju-si,North Gyeongsang,,,South Korea,kr,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
211,1711,Tanta,Egypt,30.7833666,30.9982536,"Tanta, Western, Egypt",,,,,,,,Tanta,,Western,,Egypt,eg,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
212,1712,"Valenzuela, Metro Manila",Philippines,14.6916903,120.9694534,"Valenzuela, Metro Manila, Philippines",,,,,,,,Valenzuela,Northern Manila District,Metro Manila,,Philippines,ph,0.3333333333333333,0.3333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
213,1713,Fuyang,China,32.8926763,115.8090001,"Fuyang, Anhui, China",,,,,,,,Fuyang,,Anhui,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
214,1714,Geesthacht,Germany,53.4374683,10.3678235,"21502 Geesthacht, Germany",,,,,,21502,,Geesthacht,Herzogtum Lauenburg,Schleswig-Holstein,SH,Germany,de,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
215,1715,Petaling Jaya,Malaysia,3.0988792,101.6454202,"Petaling, Petaling Jaya, Selangor, Malaysia",Petaling,,,,,,,Petaling Jaya,,Selangor,,Malaysia,my,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
216,1716,Mae Sod,Thailand,13.727164,100.519653,"Soi Sanchao Mae Pla Tapian, Khanna Yao, Bangkok, Thailand",,,,Soi Sanchao Mae Pla Tapian,,,Khanna Yao,Bangkok,Sai Mai,Bangkok,,Thailand,th,0.2857142857142857,0.2857142857142857,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
217,1717,Rahim Yar Kahn,Pakistan,28.41987,70.30345,"Rahim Yar Khan, PB, Pakistan",,,,,,,,Rahim Yar Khan,Rahim Yar Khan,Punjab,PB,Pakistan,pk,0.5,0.5,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
218,1718,Baghdad,Iraq,33.3061701,44.3872213,"Baghdad, Baghdad Governorate, Iraq",,,,,,,,Baghdad,,Baghdad Governorate,,Iraq,iq,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
219,1719,Tonsberg,Norway,59.3549795,10.28204911087724,"Tønsberg, Norway",,,,,,,,Tønsberg,Vestfold,,,Norway,no,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
220,1720,Assen,Netherlands,52.9952273,6.560498,"Assen, DR, Netherlands",,,,,,,,Assen,,Drenthe,DR,Netherlands,nl,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
221,1721,Ermelo,Netherlands,52.2858356,5.654938589920705,"Ermelo, GE, Netherlands",,,,,,,,Ermelo,,Gelderland,GE,Netherlands,nl,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
222,1722,Heerhugowaard,Netherlands,52.6631484,4.8326672,"Heerhugowaard, NH, Netherlands",,,,,,,,Heerhugowaard,,North Holland,NH,Netherlands,nl,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
223,1723,Apeldoorn,Netherlands,52.2156457,5.9639485,"Apeldoorn, GE, Netherlands",,,,,,,,Apeldoorn,,Gelderland,GE,Netherlands,nl,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
224,1724,Oswego,United States,41.6834778,-88.3525714,"Oswego, IL 60543, United States of America",,,,,,60543,,Oswego,Kendall County,Illinois,IL,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
225,1725,Takamatsu,Japan,34.3425592,134.0465338,"Takamatsu, Japan",,,,,,,,Takamatsu,Kagawa Prefecture,,,Japan,jp,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
226,1726,Bad Zurzach,Switzerland,47.5866477,8.2940658,"5330 Bad Zurzach (Zurzach), Switzerland",,,Bad Zurzach,,,5330,,Zurzach,Bezirk Zurzach,Aargau,AG,Switzerland,ch,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
227,1727,Macclesfield,United Kingdom,53.2606635,-2.1255158,"Macclesfield, ENG, United Kingdom",,,,,CHE,,,Macclesfield,Cheshire East,England,ENG,United Kingdom,gb,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
228,1728,Kenitra,Morocco,34.26457,-6.570169,"Kenitra, Rabat-Salé-Kénitra, Morocco",,,,,,,,Kenitra,Pachalik de Kenitra باشوية القنيطرة,Rabat-Salé-Kénitra,,Morocco,ma,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
229,1729,Long Beach,United States,33.7690164,-118.191604,"Long Beach, CA, United States of America",,,,,,,,Long Beach,Los Angeles County,California,CA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
230,1730,Cao Lãnh City,Viet Nam,10.4620322,105.6357948,"Cao Lanh City, Đồng Tháp Province, Vietnam",,,,,,,,Cao Lanh City,,Đồng Tháp Province,,Vietnam,vn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
231,1731,Fountain Valley,United States,33.7038145,-117.9627349,"Fountain Valley, CA 92708, United States of America",,,,,,92708,,Fountain Valley,Orange County,California,CA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
232,1732,Kanjanaburi,Thailand,15.512883,101.301707,Thailand,,,Thailand,,,,,,,,,Thailand,th,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
233,1733,Worms,Germany,49.6302618,8.3620898,"Worms, Rhineland-Palatinate, Germany",,,,,,,,Worms,,Rhineland-Palatinate,,Germany,de,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
234,1734,Vallendar,Germany,50.4001381,7.6142479,"56179 Vallendar, Germany",,,,,,56179,,Vallendar,Landkreis Mayen-Koblenz,Rhineland-Palatinate,,Germany,de,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
235,1735,Mus,Turkey,38.7322221,41.4898925,"49001 Muş, Turkey",,,Muş,,,49001,,Muş,Muş Merkez,Eastern Anatolia Region,,Turkey,tr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
236,1736,St Augustine,Trinidad and Tobago,10.6464474,-61.4008066,"Saint Augustine, Tunapuna, TUP, Trinidad and Tobago",,,Saint Augustine,,,310401,Saint Augustine,Tunapuna,,Tunapuna-Piarco,TUP,Trinidad and Tobago,tt,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
237,1737,Wooster,United States,40.7980976,-81.9397733,"Wooster, OH 44691, United States of America",,,,,,44691,,Wooster,Wayne County,Ohio,OH,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
238,1738,Buon Ma Thuot City,Viet Nam,12.66667,108.05,"Buon Ma Thuot, Dak Lak, Vietnam",,,,,,,,Buon Ma Thuot,Buon Ma Thuot,Dak Lak,,Vietnam,vn,0.9,0.9,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
239,1739,Boone,United States,36.2187873,-81.684004,"Boone, NC, United States of America",,,,,,,,Boone,Watauga County,North Carolina,NC,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
240,1740,Wiener Neustadt,Austria,47.8131847,16.2441166,"Wiener Neustadt, Lower Austria, Austria",,,,,,,,Wiener Neustadt,,Lower Austria,,Austria,at,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
241,1741,Jhansi,India,25.4502464,78.5800085,"Jhansi, UP, India",,,Jhansi,,,,,Jhansi,Jhansi,Uttar Pradesh,UP,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
242,1742,Baoji,China,34.3609713,107.2322378,"Baoji, Shaanxi, China",,,,,,,,Baoji,,Shaanxi,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
243,1743,Nagaram,India,10.5593721,78.6118984,"Nagaram (Nagaram), TN, India",,,Nagaram,,,,,Nagaram,Iluppur taluk,Tamil Nadu,TN,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
244,1744,Jabalpur,India,23.1608938,79.9497702,"Jabalpur, MP, India",,,,,,,,Jabalpur,Ranjhi Tahsil,Madhya Pradesh,MP,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
245,1745,Vadodara,India,22.2973142,73.1942567,"Vadodara - 390001, GJ, India",,,Vadodara,,,390001,,Vadodara,Vadodara Rural Taluka,Gujarat,GJ,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
246,1746,Hyderabad-Telangana,India,17.360589,78.4740613,"Hyderabad, TG, India",,,,,,,,Hyderabad,Bahadurpura mandal,Telangana,TG,India,in,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
247,1747,Krishna,India,19.994926,77.2208619,"Krishna (Krishna), MH, India",,,Krishna,,,,,Krishna,Washim,Maharashtra,MH,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
248,1748,Kavali,India,14.9135846,79.9926902,"Kavali - 524200, AP, India",,,Kavali,,,524200,,Kavali,Kavali,Andhra Pradesh,AP,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
249,1749,Nan,Thailand,18.7778874,100.773732,"Nan, Nan Province 55000, Thailand",,,Nan,,,55000,,Nan,,Nan Province,,Thailand,th,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
250,1750,Chung-Li,China,22.365501,114.1330833,"Kwai Chung Road, Chung Kwai Chung, 999077 Hong Kong, China",Tai Lin Pai,,Kwai Chung Road,Kwai Chung Road,,999077,Chung Kwai Chung,Kwai Tsing District,,Hong Kong,,China,cn,0.25,0.25,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
251,1751,Yangling,China,31.7574228,105.7158051,"Yangling, Sichuan, China",,,Yangling,,,,,Yangling,Jiange County,Sichuan,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
252,1752,Eberbach,Germany,49.4635303,8.9855203,"Eberbach, BW, Germany",,,,,,,,Eberbach,Rhein-Neckar-Kreis,Baden-Württemberg,BW,Germany,de,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
253,1753,Prachinburi,Thailand,14.0541467,101.3724276,"Prachin Buri, Prachin Buri Province 25000, Thailand",,,Prachin Buri,,,25000,,Prachin Buri,,Prachin Buri Province,,Thailand,th,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
254,1754,Rathmalana,Sri Lanka,6.8725657,79.8991819,"Rathmalana-Mirihana Road, Delkanda 10250, Sri Lanka",Gamsabha Junction,,Rathmalana-Mirihana Road,Rathmalana-Mirihana Road,,10250,,Delkanda,Colombo District,Western Province,,Sri Lanka,lk,0.3,0.3,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
255,1755,Redlands,United States,34.0550328,-117.1827445,"Redlands, CA, United States of America",,,,,,,,Redlands,San Bernardino County,California,CA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
256,1756,,Laos,20.0171109,103.378253,Laos,,,,,,,,,,,,Laos,la,1.0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
257,1757,Savannakhet,Laos,16.5636044,104.7509856,"49000 Savannakhet, Laos",,,Savannakhet,,,49000,,Savannakhet,Khanthaboury District,Savannakhet Province,,Laos,la,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
258,1758,Gunma Prefecture,Japan,36.52198,139.033483,"Gunma Prefecture, Japan",,,,,,,,,Gunma Prefecture,,,Japan,jp,0.0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
259,1759,Kingsville,United States,27.5158689,-97.856109,"Kingsville, TX 78363, United States of America",,,,,,78363,,Kingsville,Kleberg County,Texas,TX,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
260,1760,Koper,Slovenia,45.5479864,13.7304781,"Koper / Capodistria, Slovenia",,,,,,,,Koper / Capodistria,,,,Slovenia,si,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
261,1761,"Meta, Villavicencio",Colombia,4.12981,-73.56346,"Fondo Ganadero del Meta, MET, Colombia",,,,,,,,Fondo Ganadero del Meta,Villavicencio,Meta,MET,Colombia,co,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
262,1762,Issaquah,United States,47.5348778,-122.043297,"Issaquah, WA 98129, United States of America",,,,,,98129,,Issaquah,King County,Washington,WA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
263,1763,Newbury,United Kingdom,51.4020243,-1.3242212,"Newbury, ENG, United Kingdom",,,,,WBK,,,Newbury,West Berkshire,England,ENG,United Kingdom,gb,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
264,1764,Clichy,France,48.9026,2.30551,"92110 Clichy, France",,,,,,92110,,Clichy,Hauts-de-Seine,Ile-de-France,IDF,France,fr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
265,1765,Sandton,South Africa,-26.0682406,28.0479844,"Sandton, GT, South Africa",,,Sandton,,,1865,Sandton,Sandton,City of Johannesburg Metropolitan Municipality,Gauteng,GT,South Africa,za,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
266,1766,Sandy Bay,Australia,-11.2072817,132.5802115,"West Arnhem, Sandy Bay, Australia",West Arnhem,,Sandy Bay,,,,,Sandy Bay,,,,Australia,au,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
267,1767,Bartin,Turkey,41.6338394,32.3384354,"Bartın, Black Sea Region, Turkey",,,,,,,,Bartın,Bartın,Black Sea Region,,Turkey,tr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
268,1768,Yinchuan,China,48.1321372,134.0017474,"Tongjiang City, Yinchuan, Heilongjiang, China",Tongjiang City,,Yinchuan,,,154000,,Yinchuan,,Heilongjiang,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
269,1769,Caxias do Sul,Brazil,-29.1685045,-51.1796385,"Caxias do Sul, RS, Brazil",,,,,,,,Caxias do Sul,Região Geográfica Intermediária de Caxias do Sul,Rio Grande do Sul,RS,Brazil,br,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
270,1770,Sayo District,Japan,35.00268,134.35896,"Sayo, Hyogo Prefecture, Japan",,,,,,,,Sayo,Sayo,Hyogo Prefecture,,Japan,jp,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
271,1771,Valence,France,44.9332277,4.8920811,"26000 Valence, France",,,,,,26000,,Valence,Drôme,Auvergne-Rhône-Alpes,ARA,France,fr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
272,1772,Tiruchirappalli,India,10.804973,78.6870296,"Tiruchirappalli, TN, India",,,,,,,,Tiruchirappalli,Tiruchirappalli District,Tamil Nadu,TN,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
273,1773,Pakhtunkhwa,Pakistan,32.9899682,70.98076435334704,"Pakistan State Oil, Takht-e-Nasarati Tehsil, KP, Pakistan",,,Pakistan State Oil,,,,Pakistan State Oil,Takht-e-Nasarati Tehsil,Karak District,Khyber Pakhtunkhwa,KP,Pakistan,pk,0.3125,0.3125,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
274,1774,Zunyi,China,27.7254142,107.0269573,"Zunyi, Guizhou, China",,,,,,,,Zunyi,,Guizhou,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
275,1775,Kepala Batas,Malaysia,5.5143846,100.4362369,"North Seberang Perai District, Kepala Batas, Penang, Malaysia",North Seberang Perai District,,Kepala Batas,,,13200,,Kepala Batas,Seberang Perai,Penang,,Malaysia,my,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
276,1776,Kunitachi,Japan,35.681991,139.43624,"Kunitachi, Japan",,,,,,,,Kunitachi,,,,Japan,jp,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
277,1777,Uttaradit,Thailand,17.6217255,100.0981816,"Uttaradit, Uttaradit Province 53000, Thailand",,,Uttaradit,,,53000,,Uttaradit,ไผ่ล้อม,Uttaradit Province,,Thailand,th,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
