original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,name,housenumber,street,suburb,postcode,county_code,district,state_code,city,county,state,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
2222,Sudbury,Canada,46.49272,-80.991211,"Greater Sudbury, ON, Canada",,,,,,,,ON,Greater Sudbury,Sudbury District,Ontario,Canada,ca,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2223,Gloucester Point,United States,37.2540351,-76.496899,"Gloucester Point, VA, United States of America",Gloucester Point,,,,,,,VA,Gloucester Point,Gloucester County,Virginia,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2224,Corpus Christi,United States,27.7635302,-97.4033191,"Corpus Christi, TX, United States of America",,,,,,,,TX,Corpus Christi,Nueces County,Texas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2225,Al-Majmaah,Saudi Arabia,26.541154900000002,45.77771500065092,"11952, Saudi Arabia",,,,,11952,,,,,Al Majmaah,Riyadh Region,Saudi Arabia,sa,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2226,Cheyyar,India,12.6563891,79.5404577,"Tiruvetipuram - 604407, TN, India",Tiruvetipuram,,,,604407,,,TN,Tiruvetipuram,Cheyyar,Tamil Nadu,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2227,Nakhon-Si-Thammarat,Thailand,8.4327951,99.9627967,"Nakhon Si Thammarat, Nakhon Si Thammarat Province, Thailand",Nakhon Si Thammarat,,,,,,,,Nakhon Si Thammarat,,Nakhon Si Thammarat Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2228,My Tho City,Viet Nam,10.36004,106.35996,"Mỹ Tho, Tien Giang, Vietnam",,,,,,,,,Mỹ Tho,My Tho,Tien Giang,Vietnam,vn,0.9,0.9,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2229,Canonsburg,United States,40.2588431,-80.186732,"Canonsburg (Canonsburg), PA, United States of America",,,,,,,,PA,Canonsburg,Washington County,Pennsylvania,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2230,Dnipro,Ukraine,48.4680221,35.0417711,"Dnipro Raion, Dnipro, Dnipropetrovsk Oblast, Ukraine",Dnipro,,,,49000,,Dnipro Raion,,Dnipro,,Dnipropetrovsk Oblast,Ukraine,ua,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2231,Sumy,Ukraine,50.9119775,34.8027723,"Sumy Raion, Sumy, Sumy Oblast, Ukraine",Sumy,,,,,,Sumy Raion,,Sumy,,Sumy Oblast,Ukraine,ua,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2232,San Juan City,Philippines,14.6044363,121.0299469,"San Juan, Metro Manila, Philippines",,,,,,,,,San Juan,Eastern Manila District,Metro Manila,Philippines,ph,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2233,Nasik,India,20.0112475,73.7902364,"Nashik, MH, India",,,,,,,,MH,Nashik,Nashik,Maharashtra,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2234,Nagapattinam,India,10.7647952,79.8430779,"Nagapattinam - 611001, TN, India",Nagapattinam,,,,611001,,,TN,Nagapattinam,Nagapattinam,Tamil Nadu,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2235,Inzai,Japan,35.8322582,140.1452981,"Inzai, Japan",,,,,,,,,Inzai,Chiba Prefecture,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2236,Xalapa,Mexico,19.5408338,-96.9146374,"91170 Xalapa, VER, Mexico",Xalapa,,,,91170,,,,Xalapa,Xalapa,Veracruz,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2237,Hjorring,Denmark,57.457183,9.9855998,"9800 Hjørring, Denmark",Hjørring,,,,9800,,,,Hjørring,,North Denmark Region,Denmark,dk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2238,Modena,Italy,44.6458885,10.9255707,"Modena, EMI, Italy",,,,,,MO,,EMI,Modena,Modena,Emilia-Romagna,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2239,Foz do Iguacu,Brazil,-25.5304023,-54.5830692,"Foz do Iguaçu, PR, Brazil",,,,,,,,PR,Foz do Iguaçu,Região Geográfica Intermediária de Cascavel,Paraná,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2240,Hongcheon-gun,South Korea,37.75,128,"Hongcheon-gun, Kangwon-Do, South Korea",,,,,,,,,Hongcheon-gun,Hongcheon,Kangwon-Do,South Korea,kr,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2241,Yichang,China,30.6941332,111.2803512,"Yichang, Hubei, China",,,,,,,,,Yichang,,Hubei,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2242,Taguig,Philippines,14.5270538,121.0744942,"Taguig, Metro Manila, Philippines",,,,,,,,,Taguig,Southern Manila District,Metro Manila,Philippines,ph,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2243,Seki,Japan,35.4958031,136.9181482,"Seki, Japan",,,,,,,,,Seki,Gifu Prefecture,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2244,Şo srnak,Turkey,41.083088,28.814952,"İkitelli O. S. B. Kavşağı, Istanbul, Turkey",,,İkitelli O. S. B. Kavşağı,Basak,,,,,Istanbul,Fatih,Istanbul,Turkey,tr,0.42857142857142855,0.42857142857142855,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2245,Nha Trang,Viet Nam,12.2431693,109.1898675,"Nha Trang City, Khánh Hòa Province, Vietnam",,,,,,,,,Nha Trang City,,Khánh Hòa Province,Vietnam,vn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2246,Rajadevi,Thailand,15.512883,101.301707,Thailand,Thailand,,,,,,,,,,,Thailand,th,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2247,Somerville,United States,42.3875968,-71.0994968,"Somerville, MA, United States of America",,,,,,,,MA,Somerville,Middlesex County,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2248,Kashihara,Japan,34.5094067,135.792955,"Kashihara, Japan",,,,,,,,,Kashihara,Nara Prefecture,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2249,Heves,Hungary,47.5957526,20.2897722,"Heves, 3360, Hungary",,,,,3360,,,,Heves,Heves,North Hungary,Hungary,hu,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2250,Minsk Region,Belarus,53.93906825,27.23088772951521,"Minsk District, Belarus",,,,,,,,,,Minsk District,Minsk Region,Belarus,by,0.5,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2251,Omsk,Russian Federation,54.991375,73.371529,"Omsk, Omsk Oblast, Russia",,,,,,,,,Omsk,,Omsk Oblast,Russia,ru,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2252,Mostar,Bosnia and Herzegovina,43.3435855,17.8076584,"Mostar, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina",,,,,,,,,Mostar,City of Mostar,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,ba,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2253,Chisinau,Moldova,47.0245117,28.8322923,"Chișinău, Moldova",,,,,,,,,Chișinău,,,Moldova,md,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2254,Yeovil,United Kingdom,50.9420451,-2.6318629,"Yeovil, ENG, United Kingdom",,,,,,SOM,,ENG,Yeovil,Somerset,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2255,Vijayawada,India,16.5087573,80.6185089,"Vijayawada - 520001, AP, India",Vijayawada,,,,520001,,,AP,Vijayawada,Vijayawada (Urban),Andhra Pradesh,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2256,Westbrook,United States,44.0405625,-95.4345304,"Westbrook, MN, United States of America",,,,,,,,MN,Westbrook,Cottonwood County,Minnesota,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2257,Morehead,United States,38.1839705,-83.4326841,"Morehead, KY 40351, United States of America",,,,,40351,,,KY,Morehead,Rowan County,Kentucky,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2258,Tuy Hoa,Viet Nam,13.0877226,109.2993584,"Tuy Hòa City, Phú Yên Province 56120, Vietnam",,,,,56120,,,,Tuy Hòa City,,Phú Yên Province,Vietnam,vn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2259,Virudhunagar,India,9.58224,77.9537,"Virudhunagar - 626001, TN, India",Virudhunagar,,,,626001,,,TN,Virudhunagar,Virudhunagar,Tamil Nadu,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2260,Chester,United Kingdom,53.1908873,-2.8908955,"Chester, CH1 2ET, United Kingdom",Chester,,,,CH1 2ET,CHW,,ENG,Chester,Cheshire West and Chester,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2261,Sargodha,Pakistan,32.0889657,72.6776943,"Sargodha 40100, Pakistan",Sargodha,,,,40100,,,PB,Sargodha,Sargodha District,Punjab,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2262,Vina del Mar,Chile,-33.0244535,-71.5517636,"Viña del Mar, Valparaiso Region, Chile",,,,,,,,,Viña del Mar,Provincia de Valparaíso,Valparaiso Region,Chile,cl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2263,Leioa,Spain,43.3271048,-2.9846079,"48940 Leioa, Spain",,,,,48940,,,,Leioa,Biscay,Autonomous Community of the Basque Country,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2264,Duzce,Turkey,40.8391531,31.1595361,"Düzce, Black Sea Region, Turkey",,,,,,,,,Düzce,Düzce,Black Sea Region,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2265,Mendoza,Argentina,-32.8894155,-68.8446177,"Mendoza, M, Argentina",,,,,,,,M,Mendoza,Sección 2ª Barrio Cívico,Mendoza,Argentina,ar,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2266,Skovde,Sweden,58.3896329,13.8456344,"541 30 Skövde, Sweden",Skövde,,,,541 30,,,,Skövde,Västra Götaland County,,Sweden,se,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2267,Bor Rai,Thailand,19.06667,100.25,"Ban Sop Phong, Phayao, Thailand",,,,,,,,,Ban Sop Phong,Pong,Phayao,Thailand,th,0.18181818181818182,0.18181818181818182,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2268,Klang,Thailand,16.040537,103.92485,"Klang, Roi Et, Thailand",,,,,,,,,Klang,,Roi Et,Thailand,th,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2269,Lamsing,Thailand,15.512883,101.301707,Thailand,Thailand,,,,,,,,,,,Thailand,th,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2270,Khao Khitchakut,Thailand,15.512883,101.301707,Thailand,Thailand,,,,,,,,,,,Thailand,th,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2271,"Hamura-shi, Tokyo",Japan,35.764833,139.307862,"Hamura, Japan",,,,,,,,,Hamura,,,Japan,jp,0.33333333333333337,0.33333333333333337,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2272,Donostia-San Sebastian,Spain,43.3224219,-1.9838889,"San Sebastián, Basque Country, Spain",,,,,,,,,San Sebastián,Gipuzkoa,Autonomous Community of the Basque Country,Spain,es,0.63,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2273,Gubbio,Italy,43.3517605,12.5772959,"06024 Gubbio, Italy",,,,,06024,PG,,UMB,Gubbio,Perugia,Umbria,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2274,Corciano,Italy,43.1290269,12.287718,"06073 Corciano, Italy",,,,,06073,PG,,UMB,Corciano,Perugia,Umbria,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2275,Mihama,Japan,34.7821348,136.8872388,"Mihama, Japan",,,,,,,,,Mihama,Chita County,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2276,Allahabad,India,25.448429,81.832198,"Allahabad, UP, India",,,,,,,,UP,Allahabad,Allahabad,Uttar Pradesh,India,in,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2277,Djelfa,Algeria,34.671359,3.254037,"Djelfa, Algeria",,,,,,,,,Djelfa,Djelfa District,Djelfa,Algeria,dz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2278,Trier,Germany,49.7596208,6.6441878,"Trier, Rhineland-Palatinate, Germany",,,,,,,,,Trier,,Rhineland-Palatinate,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2279,Villenave-d'Ornon,France,44.7737872,-0.5595029,"33140 Villenave-d'Ornon, France",,,,,33140,,,NAQ,Villenave-d'Ornon,Gironde,Nouvelle-Aquitaine,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2280,Hamilton,United States,39.3995067,-84.5613428,"Hamilton, OH 45013, United States of America",,,,,45013,,,OH,Hamilton,Butler County,Ohio,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2281,Birmensdorf,Switzerland,47.3538481,8.4382157,"8903 Birmensdorf (ZH), Switzerland",,,,,8903,,,,Birmensdorf (ZH),Bezirk Dietikon,Zurich,Switzerland,ch,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2282,Florencia,Colombia,1.6830289,-77.0726877,"Florencia, CAU, Colombia",,,,,,,,CAU,Florencia,Sur del Cauca,Cauca,Colombia,co,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2283,Champenoux,France,48.7420208,6.3481039,"54280 Champenoux, France",,,,,54280,,,GES,Champenoux,Meurthe-et-Moselle,Grand Est,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2284,Riobamba,Ecuador,-1.6732765,-78.6482479,"Riobamba, H, Ecuador",,,,,,,,H,Riobamba,Riobamba,Chimborazo,Ecuador,ec,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2285,Moncada,Spain,39.5450484,-0.3941015,"Montcada / Moncada, Valencian Community, Spain",,,,,,V,,,Montcada / Moncada,Valencia,Valencian Community,Spain,es,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2286,Muncheberg,Germany,52.5037484,14.1404688,"15374 Müncheberg, Germany",,,,,15374,,,BB,Müncheberg,Märkisch-Oderland,Brandenburg,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2287,Turrialba,Costa Rica,9.9066003,-83.682418,"Turrialba, 30501 Costa Rica",,,,,30501,,,,Turrialba,Cantón Turrialba,,Costa Rica,cr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2288,Edgewater,United States,40.8270448,-73.975694,"Edgewater, NJ 07020, United States of America",,,,,07020,,,NJ,Edgewater,Bergen County,New Jersey,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2289,Hitachi,Japan,36.5991225,140.6504604,"Hitachi, Japan",,,,,,,,,Hitachi,Ibaraki Prefecture,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2290,Jaen,Spain,37.7728858,-3.7883289,"Jaén, Andalusia, Spain",,,,,,J,,,Jaén,Jaén,Andalusia,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2291,Fairbanks,United States,64.837845,-147.716675,"Fairbanks, AK, United States of America",,,,,,,,AK,Fairbanks,Fairbanks North Star,Alaska,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2292,Caquetá,Colombia,4.8487641,-75.4470888,"Caqueta, Santa Rosa de Cabal, RIS, Colombia",Caqueta,,,,,,,RIS,Santa Rosa de Cabal,,Risaralda,Colombia,co,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2293,Saint Christophe,Italy,45.7474199,7.3561685,"Saint-Christophe, Aosta Valley, Italy",,,,,,,,,Saint-Christophe,,Aosta Valley,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2294,Eberswalde,Germany,52.8350807,13.7996542,"Eberswalde, BB, Germany",,,,,,,,BB,Eberswalde,Barnim,Brandenburg,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2295,Santa Cruz,Argentina,-28.5,-65.666667,"Santa Cruz, K, Argentina",,,,,,,,K,Santa Cruz,Valle Viejo Department,Catamarca,Argentina,ar,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2296,,New Zealand,-41.5000831,172.8344077,New Zealand,,,,,,,,,,,,New Zealand,nz,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2297,Global City,Philippines,14.774520299999999,120.9465623657168,"Northwin Global City, Marilao, 3019 Bulacan, Philippines",Northwin Global City,,,,3019,,,,Marilao,,Bulacan,Philippines,ph,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2298,"Klongtoey, Bangkok",Thailand,13.881591,100.644533,"Bangkok, Thailand",,,,,,,,,Bangkok,Sai Mai,Bangkok,Thailand,th,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2299,Weifang,China,36.7071591,119.1557441,"Weifang, Shandong, China",,,,,,,,,Weifang,,Shandong,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2300,West Sacramento,United States,38.5804609,-121.530234,"West Sacramento, CA, United States of America",,,,,,,,CA,West Sacramento,Yolo County,California,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2301,Chumphon,Thailand,16.3684159,104.0548767,"Chumphon, Roi Et Province, Thailand",Chumphon,,,,,,,,Chumphon,,Roi Et Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2302,North Ryde,Australia,-33.7975472,151.127306,"North Ryde, Sydney, NSW, Australia",,,,North Ryde,2113,,,NSW,Sydney,,New South Wales,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2303,Nay Phi Tau,Myanmar,19.745,96.12972,"Naypyitaw, Naypyidaw, Myanmar",,,,,,,,,Naypyitaw,Det Khi Na,Naypyidaw,Myanmar,mm,0.7777777777777778,0.7777777777777778,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2304,Surrey,United Kingdom,51.2715316,-0.3414523511290909,"Surrey, ENG, UK",,,,,,SRY,,ENG,,Surrey,England,United Kingdom,gb,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2305,Laurel,United States,45.6691159,-108.771532,"Laurel, MT, United States of America",,,,,,,,MT,Laurel,Yellowstone County,Montana,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2306,"Yezin, Nay Pyi Taw",Myanmar,19.745,96.12972,"Naypyitaw, Mandalay, Myanmar",,,,,,,,,Naypyitaw,Det Khi Na,Mandalay,Myanmar,mm,0.6428571428571429,0.6428571428571429,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2307,"Dusit, Bangkok",Thailand,13.7705456,100.5126084,"Dusit District, Bangkok, Thailand",,,,Dusit District,10300,,,,,,Bangkok,Thailand,th,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2308,Pleven,Bulgaria,43.409022,24.6180123,"5805 Pleven, Bulgaria",Pleven,,,,5805,,,,Pleven,Pleven,,Bulgaria,bg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2309,Griffin,United States,33.2467807,-84.2640904,"Griffin, GA 30224, United States of America",,,,,30224,,,GA,Griffin,Spalding County,Georgia,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2310,Boca Raton,United States,26.3586885,-80.0830984,"Boca Raton, FL, United States of America",,,,,,,,FL,Boca Raton,Palm Beach County,Florida,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2311,Brașov,Romania,45.6525105,25.6105654,"Brasov, Romania",,,,,,,,,Brasov,Brașov,,Romania,ro,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2312,Ampang Jaya,Malaysia,3.1276087,101.7538639,"Hulu Langat, Ampang Jaya Municipal Council, Selangor, Malaysia",,,,,55300,,Hulu Langat,,Ampang Jaya Municipal Council,,Selangor,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2313,Okemos,United States,42.7221021,-84.4275259,"Okemos, Meridian Charter Township, MI, United States of America",Okemos,,,Okemos,48864,,,MI,Meridian Charter Township,Ingham County,Michigan,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2314,Boise,United States,43.6166163,-116.200886,"Boise, ID 83701, United States of America",Boise,,,,83701,,,ID,Boise,Ada County,Idaho,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2315,Allerod,Denmark,55.8707776,12.3556762,"3450 Lillerød, Denmark",Lillerød,,,,3450,,,,Lillerød,,Capital Region of Denmark,Denmark,dk,0.63,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2316,Tamil Nadu,India,10.9094334,78.3665347,"Tamil Nadu, India",,,,,,,,TN,,,Tamil Nadu,India,in,0.5,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2317,Minakami,Japan,36.824358,138.965666,"Minakami, Gunma Prefecture, Japan",,,,,,,,,Minakami,Minakami,Gunma Prefecture,Japan,jp,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2318,Xuzhou,China,34.2665258,117.1810431,"221000 Jiangsu, China",,,,,221000,,,,Xuzhou,,Jiangsu,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2319,Long Xuyen City,Viet Nam,10.3905437,105.4337523,"Long Xuyen City, An Giang Province, Vietnam",,,,,,,,,Long Xuyen City,,An Giang Province,Vietnam,vn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2320,Maywood,United States,33.9866807,-118.185349,"Maywood, CA 90270, United States of America",,,,,90270,,,CA,Maywood,Los Angeles County,California,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2321,Surin,Thailand,14.8841804,103.4906232,"Surin, Surin Province 32000, Thailand",Surin,,,,32000,,,,Surin,,Surin Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2322,"Pachuca, Hgo",Mexico,20.1165413,-98.7413535,"42040 Pachuca, HID, Mexico",Pachuca,,,,42040,,,HID,Pachuca,Pachuca de Soto,Hidalgo,Mexico,mx,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2323,Santa Monica,United States,34.0194704,-118.491227,"Santa Monica, CA, United States of America",,,,,,,,CA,Santa Monica,Los Angeles County,California,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2324,Williamstown,United States,42.7135472,-73.2094566,"Williamstown, MA, United States of America",,,,,,,,MA,Williamstown,Berkshire County,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2325,Pieve Emanuele,Italy,45.3559126,9.2020722,"20072 Pieve Emanuele, Italy",,,,,20072,,,,Pieve Emanuele,Milan,Lombardy,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2326,Singapore,Singapore,1.2899175,103.8519072,"Singapore 178957, Singapore",Singapore,,,,178957,,,,Singapore,Central,,Singapore,sg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2327,Port-au-Prince,Haiti,18.547327,-72.3395928,"Port-au-Prince, West, Haiti",,,,,,,,,Port-au-Prince,,West,Haiti,ht,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2328,Pensacola,United States,30.421309,-87.2169149,"Pensacola, FL, United States of America",,,,,,,,FL,Pensacola,Escambia County,Florida,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2329,Liège,Belgium,50.6450944,5.5736112,"4000 Liège, Belgium",,,,,4000,,,WLG,Liège,Liège,Liège,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2330,Rishikesh,India,30.1086537,78.2916193,"Rishikesh, UT, India",,,,,,,,UT,Rishikesh,Dehradun District,Uttarakhand,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2331,Dalat,Viet Nam,11.9402416,108.4375758,"Da Lat City, Lâm Đồng Province, Vietnam",,,,,,,,,Da Lat City,,Lâm Đồng Province,Vietnam,vn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2332,Nankang,Taiwan,23.99083,120.50111,"Nangang, Taiwan",,,,,,,,,Nangang,Changhua,Taiwan,Taiwan,tw,0.7714285714285714,0.7714285714285714,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2333,Ebetsu,Japan,43.1037358,141.535894,"Ebetsu, Ishikari Subprefecture, Japan",,,,,,,,,Ebetsu,Hokkaido Prefecture,Ishikari Subprefecture,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2334,Esch-sur-Alzette,Luxembourg,49.4959628,5.9850306,"Esch-sur-Alzette, Luxembourg",,,,,,,,,Esch-sur-Alzette,Canton Esch-sur-Alzette,,Luxembourg,lu,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2335,New Brunswick,Canada,46.500283,-66.750183,"NB, Canada",,,,,,,,NB,,,New Brunswick,Canada,ca,0.5,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2336,Berga,Germany,51.4553552,11.0071021,"Berga, Saxony-Anhalt, Germany",,,,,,,,,Berga,Mansfeld-Südharz,Saxony-Anhalt,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
