original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,district,housenumber,street,suburb,name,county,county_code,postcode,state_code,city,state,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
733,Taiyuan,China,37.870009,112.5452739,"Taiyuan, Shanxi, China",,,,,,,,,,Taiyuan,Shanxi,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
734,Gland,Switzerland,46.4239425,6.2655115,"1196 Gland, Switzerland",,,,,,District de Nyon,,1196,VD,Gland,Vaud,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
735,Arlington,United States,32.7355816,-97.1071186,"Arlington, TX, United States of America",,,,,,Tarrant County,,,TX,Arlington,Texas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
736,Lismore,Australia,-28.8077608,153.2791883,"Lismore NSW 2480, Australia",,,,,,,,2480,NSW,Lismore,New South Wales,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
737,Greenbelt,United States,39.004607,-76.8756838,"Greenbelt, MD, United States of America",,,,,,Prince George's County,,,MD,Greenbelt,Maryland,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
738,"Roma, Napoli",Italy,40.87618,14.5195,"Nola (Napoli), CAM, Italy",Nola,,,,,Napoli,NA,,CAM,Napoli,Campania,Italy,it,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
739,Orlando,United States,28.5421109,-81.3790304,"Orlando, FL, United States of America",,,,,,Orange County,,,FL,Orlando,Florida,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
740,Foster City,United States,37.5600336,-122.2688522,"Foster City, CA, United States of America",,,,,,San Mateo County,,,CA,Foster City,California,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
741,Savannah,United States,32.0790074,-81.0921335,"Savannah, GA, United States of America",,,,,,Chatham County,,,GA,Savannah,Georgia,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
742,Damaturu Yobe State,Nigeria,11.747,11.9608,"Damaturu, YO, Nigeria",,,,,,Damaturu,,,YO,Damaturu,Yobe,Nigeria,ng,0.33333333333333337,0.33333333333333337,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
743,Dalseo-gu,South Korea,35.8297006,128.533094,"Dalseo-gu, Daegu, South Korea",Dalseo-gu,,,,,,,,,Daegu,,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
744,Jakarta,Indonesia,-6.175247,106.8270488,"Special Capital Region of Jakarta, Java, Indonesia",,,,,,,,,,Special Capital Region of Jakarta,Java,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
745,Gombe,Nigeria,10.38301,11.206567,"Gombe, Gombe State, Nigeria",,,,,Gombe,Kwami,,,,Gombe,Gombe State,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
746,Ikeja,Nigeria,6.5960605,3.340787,"Ikeja, Lagos State, Nigeria",,,,,,,,,,Ikeja,Lagos State,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
747,Depok,Indonesia,-6.40719,106.8158371,"Depok, West Java, Indonesia",,,,,,,,,,Depok,West Java,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
748,Cebu,Philippines,16.7552303,121.5950704,"Cebu (Cebu), Isabela, Philippines",,,,,Cebu,,,,,Cebu,Isabela,Philippines,ph,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
749,Ahmedabad,India,23.0216238,72.5797068,"Ahmedabad - 380001, GJ, India",,,,,Ahmedabad,Ahmedabad District,,380001,GJ,Ahmedabad,Gujarat,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
750,Montrouge,France,48.8188544,2.3194375,"92120 Montrouge, France",,,,,,Hauts-de-Seine,,92120,IDF,Montrouge,Ile-de-France,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
751,Pekan,Malaysia,3.4900731,103.3936995,"Pekan, Pahang, Malaysia",Pekan,,,,Pekan,,,26600,,Pekan,Pahang,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
752,"Terengganu,",Malaysia,5.3123631499999995,103.1339248287156,"Bank Negara Malaysia Cawangan Kuala Terenggnu, Kampung Tok Ku Kir, 21100 Kuala Terengganu, Terengganu, Malaysia",,,,Kampung Tok Ku Kir,Bank Negara Malaysia Cawangan Kuala Terenggnu,Kuala Terengganu,,21100,,Kuala Terengganu,Terengganu,Malaysia,my,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
753,Benin,Nigeria,6.3330586,5.6221058,"Benin City 300241, Edo State, Nigeria",,,,,Benin City,Oredo,,300241,,Benin City,Edo State,Nigeria,ng,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
754,Panama City,Panama,8.9714493,-79.5341802,"0823, Panama City, Panamá, Panama",,,,,Panama,Distrito Panamá,,0823,,Panama,Panamá,Panama,pa,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
755,Ceske Budejovice,Czech Republic,48.9747357,14.474285,"České Budějovice, Southwest, Czechia",,,,,,Jihočeský kraj,,,,České Budějovice,Southwest,Czechia,cz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
756,Guiyang,China,26.6499922,106.6246178,"Guiyang, Guizhou, China",,,,,,,,,,Guiyang,Guizhou,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
757,,Myanmar,17.1750495,95.9999652,Myanmar,,,,,,,,,,,,Myanmar,mm,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
758,No,Myanmar,13.855626,100.497811,"Nonthaburi, Thailand",,,,,Nonthaburi,Nonthaburi,,,,,Nonthaburi,Thailand,th,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
759,Chelari,India,11.1117844,75.8900722,"Chelari, Mundiyanmadu Colony, KL, India",Chelari,,,,Chelari,Tirurangadi,,673636,KL,Mundiyanmadu Colony,Kerala,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
760,Fuzhou,China,27.9511188,116.3530413,"Linchuan District, Fuzhou, Jiangxi, China",Linchuan District,,,,Fuzhou,,,,,Fuzhou,Jiangxi,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
761,Ferrara,Italy,44.8372737,11.6186451,"44121-44124 Ferrara, Italy",,,,,,Ferrara,FE,44121-44124,EMI,Ferrara,Emilia-Romagna,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
762,Srisaket,Thailand,15.08854505,104.34272782970334,"Srisaket Honda Cars Co., Ltd., 221, Ban Nong Daeng, Si Sa Ket Province 33000, Thailand",,,221,Ban Nong Daeng,"Srisaket Honda Cars Co., Ltd.",,,33000,,Si Sa Ket,Si Sa Ket Province,Thailand,th,0.625,0.625,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
763,East Falmouth,United States,41.5784425,-70.5586401,"East Falmouth, Barnstable County (Falmouth), MA 02536, United States of America",,,,,East Falmouth,,,02536,MA,Falmouth,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
764,Kota Kinabalu,Malaysia,5.9780066,116.0728988,"Kota Kinabalu, Sabah, Malaysia",Kota Kinabalu,,,,Kota Kinabalu,West Coast Division,,88000,,Kota Kinabalu,Sabah,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
765,Wonju,South Korea,37.3420996,127.9197603,"Wonju-si, South Korea",,,,,,Gangwon State,,,,Wonju-si,,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
766,Canterbury,United Kingdom,51.2800275,1.0802533,"Canterbury, ENG, United Kingdom",,,,,,Kent,KEN,,ENG,Canterbury,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
767,Bangor,United Kingdom,53.2277163,-4.1268822,"Bangor, WLS, United Kingdom",,,,,,Gwynedd,GWN,,WLS,Bangor,Wales,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
768,Fort Wayne,United States,41.0799898,-85.1386015,"Fort Wayne, IN, United States of America",,,,,,Allen County,,,IN,Fort Wayne,Indiana,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
769,Norfolk,United States,36.8448348,-76.2863999,"Norfolk, VA, United States of America",,,,,,,,,VA,Norfolk,Virginia,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
770,Orleans,France,47.9027336,1.9086066,"Orléans, CVL, France",,,,,,Loiret,,,CVL,Orléans,Centre-Val de Loire,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
771,Hasselt,Belgium,50.9303735,5.3378043,"Hasselt, VLI, Belgium",,,,,,Hasselt,,,VLI,Hasselt,Limburg,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
772,Hatfield,United Kingdom,52.2331739,-2.594915,"Hatfield (Hatfield), HR6 0SG, United Kingdom",,,,,Hatfield,Herefordshire,HEF,HR6 0SG,ENG,Hatfield,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
773,Poznan,Poland,52.4082663,16.9335199,"Poznan, Greater Poland Voivodeship, Poland",,,,,,,,,,Poznan,Greater Poland Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
774,Socorro,United States,34.0572858,-106.8930799,"Socorro, NM, United States of America",,,,,,Socorro County,,,NM,Socorro,New Mexico,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
775,Dwingeloo,Netherlands,52.8333073,6.3669053,"Dwingeloo, DR, Netherlands",,,,,,,,,DR,Dwingeloo,Drenthe,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
776,Westford,United States,42.5792583,-71.4378411,"Westford, MA 01886, United States of America",,,,,,Middlesex County,,01886,MA,Westford,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
777,I-Roma,Italy,45.77261,12.23745,"Arcade (Roma), VEN, Italy",Arcade,,,,,Treviso,TV,,VEN,Roma,Veneto,Italy,it,0.9,0.9,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
778,,Uganda,1.5333554,32.2166578,Uganda,,,,,,,,,,,,Uganda,ug,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
779,Erzurum,Turkey,39.90632,41.2727715,"25700 Yakutiye (Erzurum), Turkey",,,,,Erzurum,Erzurum,,25700,,Erzurum,Eastern Anatolia Region,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
780,Yangon,Myanmar,16.7967129,96.1609916,"Yangon, Myanmar",,,,,,,,,,Yangon,Yangon,Myanmar,mm,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
781,Sacramento,United States,38.5810606,-121.493895,"Sacramento, CA, United States of America",,,,,,Sacramento County,,,CA,Sacramento,California,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
782,Semarang,Indonesia,-6.9903988,110.4229104,"Semarang, Central Java, Indonesia",,,,,,,,,,Semarang,Central Java,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
783,Surat Thani,Thailand,9.1404136,99.3241347,"Surat Thani, Surat Thani Province 84000, Thailand",,,,,Surat Thani,,,84000,,Surat Thani,Surat Thani Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
784,Kalasin,Thailand,16.434034,103.5059403,"Kalasin, Kalasin Province, Thailand",,,,,Kalasin,,,,,Kalasin,Kalasin Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
785,Ratchaburi,Thailand,13.539067,99.8197035,"Ratchaburi, Ratchaburi Province 70000, Thailand",,,,,Ratchaburi,,,70000,,Ratchaburi,Ratchaburi Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
786,Changchun,China,47.7303574,125.6617719,"Baiquan County, Changchun, Heilongjiang, China",Baiquan County,,,,,,,161000,,Changchun,Heilongjiang,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
787,Bochum,Germany,51.4818111,7.2196635,"Bochum, North Rhine-Westphalia, Germany",,,,,,,,,,Bochum,North Rhine-Westphalia,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
788,Fez,Morocco,34.0346534,-5.0161926,"Fez, Fez-Meknes, Morocco",,,,,,Fez Prefecture,,,,Fez,Fez-Meknes,Morocco,ma,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
789,Colombo,Sri Lanka,6.9388614,79.8542005,"Colombo, Western Province, Sri Lanka",,,,,,Colombo District,,,,Colombo,Western Province,Sri Lanka,lk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
790,Pretoria,South Africa,-25.7459277,28.1879101,"Pretoria, 0126, South Africa",,,,,Pretoria,City of Tshwane Metropolitan Municipality,,0126,GT,Pretoria,Gauteng,South Africa,za,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
791,Accra,Ghana,5.5571096,-0.2012376,"Accra, Greater Accra Region, Ghana",,,,,,Korle-Klottey Municipal District,,,,Accra,Greater Accra Region,Ghana,gh,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
792,Manipal,India,13.3519723,74.7870308,"Manipal - 576104, KA, India",,,,,Manipal,Udupi taluku,,576104,KA,Manipal,Karnataka,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
793,Greenwood,United States,33.5162315,-90.1795281,"Greenwood, MS, United States of America",,,,,,Leflore County,,,MS,Greenwood,Mississippi,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
794,Buenos Aires,Argentina,-34.6037181,-58.38153,"Comuna 1, Buenos Aires, Argentina",Comuna 1,,,,,,,,,Buenos Aires,,Argentina,ar,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
795,,Paraguay,-23.3165935,-58.1693445,Paraguay,,,,,,,,,,,,Paraguay,py,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
796,Santo Domingo,Dominican Republic,18.4801972,-69.942111,"Santo Domingo, Distrito Nacional, Dominican Republic",,,,,,,,,,Santo Domingo,Distrito Nacional,Dominican Republic,do,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
797,Wavre,Belgium,50.7169694,4.610416,"Wavre, Walloon Brabant, Belgium",,,,,,Nivelles,,,,Wavre,Walloon Brabant,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
798,Tegucigalpa,Honduras,14.1057433,-87.2040052,"Tegucigalpa, FM, Honduras",,,,,,Distrito Central,,,FM,Tegucigalpa,Francisco Morazán,Honduras,hn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
799,Beirut,Lebanon,33.8959203,35.47843,"Beirut 2034 1111, Lebanon",,,,,Beirut,,,2034 1111,,Beirut,Beirut Governorate,Lebanon,lb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
800,Eskisehir,Turkey,39.7743941,30.519116,"26120 Odunpazarı (Eskisehir), Turkey",,,,,Eskisehir,Eskişehir,,26120,,Eskisehir,Central Anatolia Region,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
801,Bydgoszcz,Poland,53.1219648,18.0002529,"Bydgoszcz, Kuyavian-Pomeranian Voivodeship, Poland",,,,,,,,,,Bydgoszcz,Kuyavian-Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
802,Castellon de la Plana,Spain,39.9860347,-0.0377354,"Castelló de la Plana, Valencian Community, Spain",,,,,,Castelló / Castellón,,,,Castelló de la Plana,Valencian Community,Spain,es,0.7000000000000001,0.7000000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
803,San Pedro Sula,Honduras,15.5062156,-88.0248937,"San Pedro Sula, CR, Honduras",,,,,,,,,CR,San Pedro Sula,Cortés,Honduras,hn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
804,Valencia,Spain,39.4697065,-0.3763353,"Valencia, Valencian Community, Spain",,,,,,Comarca de València,V,,,Valencia,Valencian Community,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
805,Sevilla,Spain,37.3886303,-5.9953403,"Seville, Andalusia, Spain",,,,,,Sevilla,SE,,,Seville,Andalusia,Spain,es,0.7714285714285714,0.7714285714285714,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
806,Malaga,Spain,36.7213028,-4.4216366,"Málaga, Andalusia, Spain",,,,,,Málaga-Costa del Sol,,,,Málaga,Andalusia,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
807,,Poland,52.215933,19.134422,Poland,,,,,,,,,,,,Poland,pl,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
808,Blanes,Spain,41.6756178,2.7932391,"17300 Blanes, Spain",,,,,,la Selva,GI,17300,,Blanes,Catalonia,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
809,Cochabamba,Bolivia,-17.3936114,-66.1568983,"Cochabamba, C, Bolivia",,,,,,Cercado,,,C,Cochabamba,Cochabamba,Bolivia,bo,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
810,Vellore,India,12.9071753,79.1309695,"Vellore - 632012, TN, India",,,,,Vellore,Vellore,,632012,TN,Vellore,Tamil Nadu,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
811,Kalyani,India,20.3734248,75.8184314,"Kalyani (Kalyani), MH, India",,,,,Kalyani,Bhokardan,,,MH,Kalyani,Maharashtra,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
812,West Haven,United States,41.2706527,-72.9470471,"West Haven, CT 06516, United States of America",,,,,,South Central Connecticut Planning Region,,06516,CT,West Haven,Connecticut,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
813,Baton Rouge,United States,30.4494155,-91.1869659,"Baton Rouge, LA, United States of America",,,,,,East Baton Rouge Parish,,,LA,Baton Rouge,Louisiana,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
814,Yamaguchi,Japan,34.1781317,131.4737077,"Yamaguchi, Japan",,,,,,Yamaguchi Prefecture,,,,Yamaguchi,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
815,Gottingen,Germany,51.5328328,9.9351811,"Göttingen, Lower Saxony, Germany",,,,,,Landkreis Göttingen,,,,Göttingen,Lower Saxony,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
816,Louisville,United States,38.2542376,-85.759407,"Louisville, KY, United States of America",,,,,,Jefferson County,,,KY,Louisville,Kentucky,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
817,Waterloo,Canada,43.4652699,-80.5222961,"Waterloo, ON, Canada",,,,,,Region of Waterloo,,,ON,Waterloo,Ontario,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
818,Linz,Austria,48.3059078,14.286198,"Linz, Upper Austria, Austria",,,,,,,,,,Linz,Upper Austria,Austria,at,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
819,Innsbruck,Austria,47.2654296,11.3927685,"Innsbruck, Tyrol, Austria",,,,,,,,,,Innsbruck,Tyrol,Austria,at,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
820,Phuket,Thailand,7.8847901,98.3891503,"Phuket, Phuket Province 83000, Thailand",,,,,Phuket,,,83000,,Phuket,Phuket Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
821,Putrajaya,Malaysia,2.9140567,101.6838531,"62618 Putrajaya, Putrajaya, Malaysia",,,,,Putrajaya,,,62618,,Putrajaya,Putrajaya,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
822,Ann Town,Myanmar,19.77999,94.03091,"Ann, Rakhine State, Myanmar",,,,,,Kyaunkpyu,,,,Ann,Rakhine State,Myanmar,mm,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
823,Pristina,Serbia,44.79900155,20.478207228792492,"Pristina Square, 11000 Belgrade, Serbia",Cubura,,Pristina Square,Vracar,Pristina Square,City of Belgrade,,11000,,Belgrade,Central Serbia,Serbia,rs,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
824,Hue,Viet Nam,16.4639321,107.5863388,"Hue City, Thừa Thiên Huế Province 54000, Vietnam",,,,,,,,54000,,Hue City,Thừa Thiên Huế Province,Vietnam,vn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
825,Ebina,Japan,35.419984,139.389999,"Ebina, Japan",,,,,,Kanagawa Prefecture,,,,Ebina,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
826,Kawasaki,Japan,35.5305307,139.7028012,"Kawasaki, Japan",,,,,,Kanagawa Prefecture,,,,Kawasaki,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
827,Minato,Japan,35.6432274,139.7400553,"Minato, Japan",,,,,,,,,,Minato,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
828,Changhua,Taiwan,24.0807667,120.5423,"Zhanghua City, Taiwan",,,,,,Changhua County,,,,Zhanghua City,,Taiwan,tw,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
829,Kitakyushu,Japan,33.8829996,130.8749015,"Kitakyushu, Japan",,,,,,Fukuoka Prefecture,,,,Kitakyushu,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
830,Bhopal,India,23.2584857,77.401989,"Bhopal - 462001, MP, India",,,,,Bhopal,Huzur Tahsil,,462001,MP,Bhopal,Madhya Pradesh,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
831,Medellin,Colombia,6.2433515,-75.5752006,"050015 Medellin, ANT, Colombia",,,,,Medellin,Valle de Aburrá,,050015,ANT,Medellin,Antioquia,Colombia,co,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
832,Shenyang,China,41.8026095,123.4279105,"Shenyang City, Liaoning, China",,,,,,,,,,Shenyang City,Liaoning,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
833,Turku,Finland,60.4517531,22.2670522,"Turku, Mainland Finland, Finland",,,,,,Southwest Finland,,,,Turku,Mainland Finland,Finland,fi,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
834,Gothenburg,Sweden,57.7072326,11.9670171,"411 10 Gothenburg, Sweden",,,,,Gothenburg,Västra Götaland County,,411 10,,Gothenburg,,Sweden,se,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
835,Hobart,Australia,-42.8825088,147.3281233,"Hobart, TAS, Australia",,,,,,,,,TAS,Hobart,Tasmania,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
836,San Michele all'Adige,Italy,46.192907,11.133577,"38098 San Michele all'Adige, Italy",,,,,,Provincia di Trento,,38098,,San Michele all'Adige,Trentino-Alto Adige/Südtirol,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
837,Quebec,Canada,46.8137431,-71.2084061,"Quebec, QC, Canada",,,,,,Urban agglomeration of Québec,,,QC,Quebec,Quebec,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
838,Matsue,Japan,35.468115,133.048768,"Matsue, Japan",,,,,,Shimane Prefecture,,,,Matsue,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
839,Nagpur,India,21.1498134,79.0820556,"Nagpur, MH, India",,,,,,Nagpur Urban Taluka,,,MH,Nagpur,Maharashtra,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
840,Salvador,Brazil,-12.9822499,-38.4812772,"Salvador, BA, Brazil",,,,,,Região Metropolitana de Salvador,,,BA,Salvador,Bahia,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
841,Ballarat,Australia,-37.5623013,143.8605645,"Ballarat VIC 3350, Australia",,,,,Ballarat,,,3350,VIC,Ballarat,Victoria,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
842,Orono,United States,44.883607,-68.672791,"Orono, ME, United States of America",,,,,,Penobscot County,,,ME,Orono,Maine,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
843,Dubendorf,Switzerland,47.3969942,8.6185666,"8600 Dübendorf, Switzerland",,,,,,Bezirk Uster,,8600,,Dübendorf,Zurich,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
844,Arhus,Denmark,56.1496278,10.2134046,"8000 Aarhus, Denmark",,,,,Aarhus,,,8000,,Aarhus,Central Denmark Region,Denmark,dk,0.75,0.75,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
845,L'Aquila,Italy,42.3489203,13.3979672,"L'Aquila, ABR, Italy",,,,,,L'Aquila,AQ,,ABR,L'Aquila,Abruzzo,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
846,Stuttgart,Germany,48.7784485,9.1800132,"Stuttgart, BW, Germany",,,,,,,,,BW,Stuttgart,Baden-Württemberg,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
847,Montpellier,France,43.6112422,3.8767337,"Montpellier, OCC, France",,,,,,Hérault,,,OCC,Montpellier,Occitania,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
848,Loma Linda,United States,34.0537971,-117.2610925,"Loma Linda, CA, United States of America",,,,,,San Bernardino County,,,CA,Loma Linda,California,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
