original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,street,housenumber,name,postcode,suburb,district,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
1723,Apeldoorn,Netherlands,52.2156457,5.9639485,"Apeldoorn, GE, Netherlands",,,,,,,Apeldoorn,,,Gelderland,GE,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1724,Oswego,United States,41.6834778,-88.3525714,"Oswego, IL 60543, United States of America",,,,60543,,,Oswego,Kendall County,,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1725,Takamatsu,Japan,34.3425592,134.0465338,"Takamatsu, Japan",,,,,,,Takamatsu,Kagawa Prefecture,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1726,Bad Zurzach,Switzerland,47.5866477,8.2940658,"5330 Bad Zurzach (Zurzach), Switzerland",,,Bad Zurzach,5330,,,Zurzach,Bezirk Zurzach,,Aargau,AG,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1727,Macclesfield,United Kingdom,53.2606635,-2.1255158,"Macclesfield, ENG, United Kingdom",,,,,,,Macclesfield,Cheshire East,CHE,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1728,Kenitra,Morocco,34.26457,-6.570169,"Kenitra, Rabat-Salé-Kénitra, Morocco",,,,,,,Kenitra,Pachalik de Kenitra باشوية القنيطرة,,Rabat-Salé-Kénitra,,Morocco,ma,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1729,Long Beach,United States,33.7690164,-118.191604,"Long Beach, CA, United States of America",,,,,,,Long Beach,Los Angeles County,,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1730,Cao Lãnh City,Viet Nam,10.4620322,105.6357948,"Cao Lanh City, Đồng Tháp Province, Vietnam",,,,,,,Cao Lanh City,,,Đồng Tháp Province,,Vietnam,vn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1731,Fountain Valley,United States,33.7038145,-117.9627349,"Fountain Valley, CA 92708, United States of America",,,,92708,,,Fountain Valley,Orange County,,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1732,Kanjanaburi,Thailand,15.512883,101.301707,Thailand,,,Thailand,,,,,,,,,Thailand,th,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1733,Worms,Germany,49.6302618,8.3620898,"Worms, Rhineland-Palatinate, Germany",,,,,,,Worms,,,Rhineland-Palatinate,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1734,Vallendar,Germany,50.4001381,7.6142479,"56179 Vallendar, Germany",,,,56179,,,Vallendar,Landkreis Mayen-Koblenz,,Rhineland-Palatinate,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1735,Mus,Turkey,38.7322221,41.4898925,"49001 Muş, Turkey",,,Muş,49001,,,Muş,Muş Merkez,,Eastern Anatolia Region,,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1736,St Augustine,Trinidad and Tobago,10.6464474,-61.4008066,"Saint Augustine, Tunapuna, TUP, Trinidad and Tobago",,,Saint Augustine,310401,Saint Augustine,,Tunapuna,,,Tunapuna-Piarco,TUP,Trinidad and Tobago,tt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1737,Wooster,United States,40.7980976,-81.9397733,"Wooster, OH 44691, United States of America",,,,44691,,,Wooster,Wayne County,,Ohio,OH,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1738,Buon Ma Thuot City,Viet Nam,12.66667,108.05,"Buon Ma Thuot, Dak Lak, Vietnam",,,,,,,Buon Ma Thuot,Buon Ma Thuot,,Dak Lak,,Vietnam,vn,0.9,0.9,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1739,Boone,United States,36.2187873,-81.684004,"Boone, NC, United States of America",,,,,,,Boone,Watauga County,,North Carolina,NC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1740,Wiener Neustadt,Austria,47.8131847,16.2441166,"Wiener Neustadt, Lower Austria, Austria",,,,,,,Wiener Neustadt,,,Lower Austria,,Austria,at,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1741,Jhansi,India,25.4502464,78.5800085,"Jhansi, UP, India",,,Jhansi,,,,Jhansi,Jhansi,,Uttar Pradesh,UP,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1742,Baoji,China,34.3609713,107.2322378,"Baoji, Shaanxi, China",,,,,,,Baoji,,,Shaanxi,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1743,Nagaram,India,10.5593721,78.6118984,"Nagaram (Nagaram), TN, India",,,Nagaram,,,,Nagaram,Iluppur taluk,,Tamil Nadu,TN,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1744,Jabalpur,India,23.1608938,79.9497702,"Jabalpur, MP, India",,,,,,,Jabalpur,Ranjhi Tahsil,,Madhya Pradesh,MP,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1745,Vadodara,India,22.2973142,73.1942567,"Vadodara - 390001, GJ, India",,,Vadodara,390001,,,Vadodara,Vadodara Rural Taluka,,Gujarat,GJ,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1746,Hyderabad-Telangana,India,17.360589,78.4740613,"Hyderabad, TG, India",,,,,,,Hyderabad,Bahadurpura mandal,,Telangana,TG,India,in,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1747,Krishna,India,19.994926,77.2208619,"Krishna (Krishna), MH, India",,,Krishna,,,,Krishna,Washim,,Maharashtra,MH,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1748,Kavali,India,14.9135846,79.9926902,"Kavali - 524200, AP, India",,,Kavali,524200,,,Kavali,Kavali,,Andhra Pradesh,AP,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1749,Nan,Thailand,18.7778874,100.773732,"Nan, Nan Province 55000, Thailand",,,Nan,55000,,,Nan,,,Nan Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1750,Chung-Li,China,22.365501,114.1330833,"Kwai Chung Road, Chung Kwai Chung, 999077 Hong Kong, China",Kwai Chung Road,,Kwai Chung Road,999077,Chung Kwai Chung,Tai Lin Pai,Kwai Tsing District,,,Hong Kong,,China,cn,0.25,0.25,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1751,Yangling,China,31.7574228,105.7158051,"Yangling, Sichuan, China",,,Yangling,,,,Yangling,Jiange County,,Sichuan,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1752,Eberbach,Germany,49.4635303,8.9855203,"Eberbach, BW, Germany",,,,,,,Eberbach,Rhein-Neckar-Kreis,,Baden-Württemberg,BW,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1753,Prachinburi,Thailand,14.0541467,101.3724276,"Prachin Buri, Prachin Buri Province 25000, Thailand",,,Prachin Buri,25000,,,Prachin Buri,,,Prachin Buri Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1754,Rathmalana,Sri Lanka,6.8725657,79.8991819,"Rathmalana-Mirihana Road, Delkanda 10250, Sri Lanka",Rathmalana-Mirihana Road,,Rathmalana-Mirihana Road,10250,,Gamsabha Junction,Delkanda,Colombo District,,Western Province,,Sri Lanka,lk,0.3,0.3,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1755,Redlands,United States,34.0550328,-117.1827445,"Redlands, CA, United States of America",,,,,,,Redlands,San Bernardino County,,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1756,,Laos,20.0171109,103.378253,Laos,,,,,,,,,,,,Laos,la,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1757,Savannakhet,Laos,16.5636044,104.7509856,"49000 Savannakhet, Laos",,,Savannakhet,49000,,,Savannakhet,Khanthaboury District,,Savannakhet Province,,Laos,la,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1758,Gunma Prefecture,Japan,36.52198,139.033483,"Gunma Prefecture, Japan",,,,,,,,Gunma Prefecture,,,,Japan,jp,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1759,Kingsville,United States,27.5158689,-97.856109,"Kingsville, TX 78363, United States of America",,,,78363,,,Kingsville,Kleberg County,,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1760,Koper,Slovenia,45.5479864,13.7304781,"Koper / Capodistria, Slovenia",,,,,,,Koper / Capodistria,,,,,Slovenia,si,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1761,"Meta, Villavicencio",Colombia,4.12981,-73.56346,"Fondo Ganadero del Meta, MET, Colombia",,,,,,,Fondo Ganadero del Meta,Villavicencio,,Meta,MET,Colombia,co,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1762,Issaquah,United States,47.5348778,-122.043297,"Issaquah, WA 98129, United States of America",,,,98129,,,Issaquah,King County,,Washington,WA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1763,Newbury,United Kingdom,51.4020243,-1.3242212,"Newbury, ENG, United Kingdom",,,,,,,Newbury,West Berkshire,WBK,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1764,Clichy,France,48.9026,2.30551,"92110 Clichy, France",,,,92110,,,Clichy,Hauts-de-Seine,,Ile-de-France,IDF,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1765,Sandton,South Africa,-26.0682406,28.0479844,"Sandton, GT, South Africa",,,Sandton,1865,Sandton,,Sandton,City of Johannesburg Metropolitan Municipality,,Gauteng,GT,South Africa,za,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1766,Sandy Bay,Australia,-11.2072817,132.5802115,"West Arnhem, Sandy Bay, Australia",,,Sandy Bay,,,West Arnhem,Sandy Bay,,,,,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1767,Bartin,Turkey,41.6338394,32.3384354,"Bartın, Black Sea Region, Turkey",,,,,,,Bartın,Bartın,,Black Sea Region,,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1768,Yinchuan,China,48.1321372,134.0017474,"Tongjiang City, Yinchuan, Heilongjiang, China",,,Yinchuan,154000,,Tongjiang City,Yinchuan,,,Heilongjiang,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1769,Caxias do Sul,Brazil,-29.1685045,-51.1796385,"Caxias do Sul, RS, Brazil",,,,,,,Caxias do Sul,Região Geográfica Intermediária de Caxias do Sul,,Rio Grande do Sul,RS,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1770,Sayo District,Japan,35.00268,134.35896,"Sayo, Hyogo Prefecture, Japan",,,,,,,Sayo,Sayo,,Hyogo Prefecture,,Japan,jp,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1771,Valence,France,44.9332277,4.8920811,"26000 Valence, France",,,,26000,,,Valence,Drôme,,Auvergne-Rhône-Alpes,ARA,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1772,Tiruchirappalli,India,10.804973,78.6870296,"Tiruchirappalli, TN, India",,,,,,,Tiruchirappalli,Tiruchirappalli District,,Tamil Nadu,TN,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1773,Pakhtunkhwa,Pakistan,32.9899682,70.98076435334704,"Pakistan State Oil, Takht-e-Nasarati Tehsil, KP, Pakistan",,,Pakistan State Oil,,Pakistan State Oil,,Takht-e-Nasarati Tehsil,Karak District,,Khyber Pakhtunkhwa,KP,Pakistan,pk,0.3125,0.3125,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1774,Zunyi,China,27.7254142,107.0269573,"Zunyi, Guizhou, China",,,,,,,Zunyi,,,Guizhou,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1775,Kepala Batas,Malaysia,5.5143846,100.4362369,"North Seberang Perai District, Kepala Batas, Penang, Malaysia",,,Kepala Batas,13200,,North Seberang Perai District,Kepala Batas,Seberang Perai,,Penang,,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1776,Kunitachi,Japan,35.681991,139.43624,"Kunitachi, Japan",,,,,,,Kunitachi,,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1777,Uttaradit,Thailand,17.6217255,100.0981816,"Uttaradit, Uttaradit Province 53000, Thailand",,,Uttaradit,53000,,,Uttaradit,ไผ่ล้อม,,Uttaradit Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1778,Munoz,Philippines,15.7135413,120.9039451,"Muñoz, 3119 Nueva Ecija, Philippines",,,Muñoz,3119,,,Muñoz,,,Nueva Ecija,,Philippines,ph,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1779,Pingtung,Taiwan,22.6697227,120.4884652,"Pingtung City 900, Taiwan",,,,900,,,Pingtung City,Pingtung County,,,,Taiwan,tw,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1780,Guilin,China,25.238704,110.1750728,"Guilin, Guangxi, China",,,,,,,Guilin,,,Guangxi,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1781,Halabja,Iraq,35.1792062,45.9873683,"Halabja District, Halabja, Halabja Governorate, Iraq",,,Halabja,46006,,Halabja District,Halabja,Halabja District,,Halabja Governorate,,Iraq,iq,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1782,Sulaymaniyah,Iraq,35.5570501,45.4425963,"Sulaymaniyah District, Sulaymaniyah, Sulaymaniyah Governorate, Iraq",,,Sulaymaniyah,46001,,Sulaymaniyah District,Sulaymaniyah,,,Sulaymaniyah Governorate,,Iraq,iq,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1783,Coopers Plains,Australia,-27.566855,153.03672119194317,"Coopers Plains, Brisbane City, QLD, Australia",,,,4108,,Coopers Plains,Brisbane City,,,Queensland,QLD,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1784,Pocheon,South Korea,37.8948267,127.2007295,"Pocheon-si, South Korea",,,,,,,Pocheon-si,Gyeonggi,,,,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1785,Muan,South Korea,35.46848,128.65934,"Muan-ri (Miryang-si), 50408, South Korea",,,Muan-ri,50408,,,Miryang-si,South Gyeongsang,,,,South Korea,kr,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1786,Vandoeouvre-les-Nancy,France,48.690303,6.178289,"Nancy (Nancy), Great East, France",,,,,,Nancy,Nancy,Meurthe-et-Moselle,,Great East,,France,fr,0.33333333333333337,0.33333333333333337,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1787,Mardan,Pakistan,34.1937969,72.0451467,"Mardan 23200, Pakistan",,,Mardan,23200,,,Mardan,Mardan District,,Khyber Pakhtunkhwa,KP,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1788,Hidaka,Japan,35.9077667,139.3390385,"Hidaka, Japan",,,,,,,Hidaka,Saitama Prefecture,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1789,Asan,South Korea,36.7899498,127.0026769,"Asan-si, South Korea",,,,,,,Asan-si,South Chungcheong,,,,South Korea,kr,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1790,Logan,United States,41.7313063,-111.834914,"Logan, UT, United States of America",,,,,,,Logan,Cache County,,Utah,UT,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1791,Rapid City,United States,44.0806041,-103.228023,"Rapid City, SD, United States of America",,,,,,,Rapid City,Pennington County,,South Dakota,SD,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1792,Saitama,Japan,35.8616402,139.6457957,"Saitama, Japan",,,,,,,Saitama,Saitama Prefecture,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1793,Vallabh Vidyanagar,India,22.5516264,72.9300516,"Vallabh Vidyanagar, Anand Rural Taluka, India",,,Vallabh Vidyanagar,388120,Vallabh Vidyanagar,,,Anand Rural Taluka,,Gujarat,GJ,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1794,Nitra,Slovakia,48.31295,18.0894593,"Nitra, Slovakia",,,,,,,Nitra,District of Nitra,,Region of Nitra,,Slovakia,sk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1795,Qufu,China,35.5956915,116.987543,"273100 Shandong, China",,,,273100,,,Qufu City,,,Shandong,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1796,Oy-Mittelberg,Germany,47.6416386,10.4438496,"87466 Oy-Mittelberg, Germany",,,,87466,,,Oy-Mittelberg,Landkreis Oberallgäu,,Bavaria,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1797,Nimes,France,43.8374249,4.3600687,"Nimes, OCC, France",,,,,,,Nimes,Gard,,Occitania,OCC,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1798,Villetaneuse,France,48.9611722,2.3439698,"93430 Villetaneuse, France",,,,93430,,,Villetaneuse,Seine-Saint-Denis,,Ile-de-France,IDF,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1799,Hosur,India,12.7328844,77.8309478,"Hosur - 635109, TN, India",,,Hosur,635109,,,Hosur,Hosur,,Tamil Nadu,TN,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1800,Narathiwat,Thailand,6.4350352,101.8228923,"Narathiwat, Narathiwat Province 96000, Thailand",,,Narathiwat,96000,,,Narathiwat,,,Narathiwat Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1801,Cape Coast,Ghana,5.107467,-1.2430793,"Cape Coast, Ghana",,,Cape Coast,CC-008-3586,,,Cape Coast,Cape Coast Metropolitan District,,Central Region,,Ghana,gh,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1802,Mbarara,Uganda,1.606191,31.437184,"Mbarara (Mbarara), Hoima, Uganda",,,Mbarara,,,,Mbarara,,,Hoima,,Uganda,ug,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1803,Manaus,Brazil,-3.1316333,-59.9825041,"Manaus - AM, 69000-000, Brazil",,,,69000-000,,,Manaus,Região Geográfica Intermediária de Manaus,,Amazonas,AM,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1804,Fort Detrick,United States,39.435785100000004,-77.45081630419585,"Fort Detrick, Frederick, MD, United States of America",,,Fort Detrick,,,,Frederick,Frederick County,,Maryland,MD,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1805,Lulea,Sweden,65.5831187,22.1459535,"971 28 Luleå, Sweden",,,Luleå,971 28,,,Luleå,Norrbotten County,,,,Sweden,se,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1806,Amer,Spain,42.0092186,2.6030327,"17170 Amer, Spain",,,,17170,,,Amer,la Selva,GI,Catalonia,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1807,Wad Medani,Sudan,14.3474693,35.8085215,"Wad Medani (Wad Medani), Kassala State, Sudan",,,Wad Medani,,,,Wad Medani,,,Kassala State,,Sudan,sd,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1808,Jimma,Ethiopia,7.6756152,36.8478779,"Jimma, Oromia Region, Ethiopia",,,Jimma,,,,Jimma,Jimma,,Oromia Region,,Ethiopia,et,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1809,Parakou,Benin,9.3400159,2.6278258,"Parakou, Borgou Department, Benin",,,,,,,Parakou,,,Borgou Department,,Benin,bj,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1810,Siem Reap,Cambodia,13.3617562,103.8590321,"Siem Reap 123456, Cambodia",,,Siem Reap,123456,,,Siem Reap,Siem Reap Municipality,,Siem Reap,,Cambodia,kh,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1811,Maharagama,Sri Lanka,6.8472783,79.9266082,"Maharagama 10280, Sri Lanka",,,Maharagama,10280,,,Maharagama,Colombo District,,Western Province,,Sri Lanka,lk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1812,Odessa,Ukraine,46.4843023,30.7322878,"Odesa Raion, Odesa, Odesa Oblast, Ukraine",,,Odesa,,,Odesa Raion,Odesa,,,Odesa Oblast,,Ukraine,ua,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1813,Dali,China,34.7983603,109.9366142,"Dali, Shaanxi, China",,,Dali,,,,Dali,,,Shaanxi,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1814,Lome,Togo,6.130419,1.215829,"Lomé, Maritime Region, Togo",,,,,,,Lomé,,,Maritime Region,,Togo,tg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1815,Tripoli,Libya,32.896672,13.1777923,"Tripoli, Libya",,,Tripoli,,,,Tripoli,,,Tripoli,,Libya,ly,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1816,Lubumbashi,Democratic Republic Congo,-11.664279,27.482771,"Lubumbashi, Katanga, Democratic Republic of Congo",,,,,,,Lubumbashi,,,Katanga,,Democratic Republic of Congo,cd,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1817,Tirana,Albania,41.3281482,19.8184435,"1001-1028 Tirana, Albania",,,,1001-1028,,,Tirana,Tirana County,,Central Albania,,Albania,al,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1818,Ouagadougou,Burkina Faso,12.3681873,-1.5270944,"Ouagadougou, Centre, Burkina Faso",,,Ouagadougou,,,,Ouagadougou,Kadiogo,,Centre,,Burkina Faso,bf,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1819,Moshi,Tanzania,-3.3486456,37.3435249,"25107 Moshi, Kilimanjaro, Tanzania",,,Moshi,25107,,,Moshi,Moshi Urban,,Kilimanjaro,,Tanzania,tz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1820,Padang,Indonesia,-0.9247587,100.3632561,"Padang, West Sumatra, Indonesia",,,,,,,Padang,,,West Sumatra,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1821,Brno,Czech Republic,49.1922443,16.6113382,"Brno, Southeast, Czechia",,,,,,,Brno,Jihomoravský kraj,,Southeast,,Czechia,cz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1822,Port Harcourt,Nigeria,4.7676576,7.0188527,"Port-Harcourt, Rivers State, Nigeria",,,,,,,Port-Harcourt,,,Rivers State,,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1823,Calabar,Nigeria,4.9795999,8.3373597,"Calabar 540281, Cross River State, Nigeria",,,Calabar,540281,,,Calabar,Calabar Municipal,,Cross River State,,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1824,Ilorin,Nigeria,8.4963657,4.5480484,"Ilorin 240212, Kwara State, Nigeria",,,Ilorin,240212,,,Ilorin,Ilorin East,,Kwara State,,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1825,Varanasi,India,25.3356491,83.0076292,"Varanasi - 221001, UP, India",,,Varanasi,221001,,,Varanasi,Sadar,,Uttar Pradesh,UP,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1826,Antananarivo,Madagascar,-18.9100122,47.5255809,"101 Antananarivo, Madagascar",,,Antananarivo,101,,,Antananarivo,,,Analamanga,,Madagascar,mg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1827,Niamey,Niger,13.524834,2.109823,"Niamey, Niger",,,,,,,Niamey,,,,,Niger,ne,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1828,,Timor-Leste,-8.7443169,126.063482,East Timor,,,,,,,,,,,,East Timor,tl,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1829,Karbala,Iraq,32.6156423,44.0348194,"Karbala District, Karbala, Iraq",,,Karbala,,,Karbala District,Karbala,,,Karbala,,Iraq,iq,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1830,Nouakchott,Mauritania,18.0792379,-15.9780071,"Nouakchott, Nouakchott-Ouest Region, Mauritania",,,Nouakchott,,,,Nouakchott,Tevragh Zein,,Nouakchott-Ouest Region,,Mauritania,mr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1831,Gitarama,Rwanda,-1.81769545,30.47849702959492,"Gitarama, Rukara Cell, Rukara, Eastern Province, Rwanda",,,Gitarama,,,Rukara Cell,Rukara,Kayonza District,,Eastern Province,,Rwanda,rw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1832,,Democratic Republic Congo,-2.9814344,23.8222636,Democratic Republic of the Congo,,,,,,,,,,,,Democratic Republic of the Congo,cd,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1833,Luanda,Angola,-8.8272699,13.2439512,"Luanda, Luanda Province, Angola",,,Luanda,,,,Luanda,Municipality of Luanda,,Luanda Province,,Angola,ao,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1834,Santa Cruz,Bolivia,-16.5284384,-64.3010213,"Santa Cruz, Municipio Yapacaní, S, Bolivia",,,Santa Cruz,,,,Municipio Yapacaní,Provincia Ichilo,,Santa Cruz,S,Bolivia,bo,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
